t_s,T20_C,T30_C
6.460000000000000000e+02,1.106382017008805008e+01,1.046164230443311816e+01
6.470000000000000000e+02,1.105440187210498770e+01,1.044721083522444616e+01
6.480000000000000000e+02,1.104499191192843632e+01,1.043280016146744416e+01
6.490000000000000000e+02,1.103559026137437016e+01,1.041841004987224295e+01
6.500000000000000000e+02,1.102619693263940981e+01,1.040404067104072894e+01
6.510000000000000000e+02,1.101681189802877014e+01,1.038969179000825349e+01
6.520000000000000000e+02,1.100743516928817733e+01,1.037536357922240171e+01
6.530000000000000000e+02,1.099806671920267220e+01,1.036105580214568889e+01
6.540000000000000000e+02,1.098870655907632710e+01,1.034676863296930094e+01
6.550000000000000000e+02,1.097935466216471667e+01,1.033250183368310360e+01
6.560000000000000000e+02,1.097001103933934552e+01,1.031825558012145549e+01
6.570000000000000000e+02,1.096067566431730533e+01,1.030402963289998830e+01
6.580000000000000000e+02,1.095134854754637388e+01,1.028982416939773792e+01
6.590000000000000000e+02,1.094202966319613068e+01,1.027563894895273044e+01
6.600000000000000000e+02,1.093271902129960260e+01,1.026147415039182498e+01
6.610000000000000000e+02,1.092341659646990593e+01,1.024732953187029594e+01
6.620000000000000000e+02,1.091412239833403852e+01,1.023320527356790244e+01
6.630000000000000000e+02,1.090483640193987824e+01,1.021910113255009556e+01
6.640000000000000000e+02,1.089555861651703594e+01,1.020501729025649240e+01
6.650000000000000000e+02,1.088628901753946110e+01,1.019095350275392065e+01
6.660000000000000000e+02,1.087702761384788275e+01,1.017690995265052756e+01
6.670000000000000000e+02,1.086777438133385054e+01,1.016288639510386460e+01
6.680000000000000000e+02,1.085852932845755525e+01,1.014888301380121938e+01
6.690000000000000000e+02,1.084929243151970191e+01,1.013489956307830830e+01
6.700000000000000000e+02,1.084006369860817287e+01,1.012093622761407907e+01
6.710000000000000000e+02,1.083084310642465198e+01,1.010699276100808319e+01
6.720000000000000000e+02,1.082163066269277607e+01,1.009306934884505225e+01
6.730000000000000000e+02,1.081242634450699214e+01,1.007916574407236610e+01
6.740000000000000000e+02,1.080323015923476149e+01,1.006528213309650610e+01
6.750000000000000000e+02,1.079404208435530954e+01,1.005141826829476059e+01
6.760000000000000000e+02,1.078486212688774160e+01,1.003757433681336408e+01
6.770000000000000000e+02,1.077569026468810343e+01,1.002375009053973365e+01
6.780000000000000000e+02,1.076652650443496029e+01,1.000994571727940574e+01
6.790000000000000000e+02,1.075737082435342451e+01,9.996160968508467803e+00
6.800000000000000000e+02,1.074822323078905839e+01,9.982396032613300108e+00
6.810000000000000000e+02,1.073908370232849130e+01,9.968650660735260516e+00
6.820000000000000000e+02,1.072995224499173794e+01,9.954925041764941085e+00
6.830000000000000000e+02,1.072082883771935435e+01,9.941218926583802684e+00
6.840000000000000000e+02,1.071171348621325592e+01,9.927532504511738409e+00
6.850000000000000000e+02,1.070260616976054102e+01,9.913865526243414550e+00
6.860000000000000000e+02,1.069350689375221286e+01,9.900218181454887301e+00
6.870000000000000000e+02,1.068441563781466286e+01,9.886590220725361533e+00
6.880000000000000000e+02,1.067533240703510877e+01,9.872981834015712721e+00
6.890000000000000000e+02,1.066625718137208345e+01,9.859392771859308624e+00
6.900000000000000000e+02,1.065718996561603760e+01,9.845823224432155740e+00
6.910000000000000000e+02,1.064813074005062177e+01,9.832272942289566942e+00
6.920000000000000000e+02,1.063907950917635503e+01,9.818742115754952593e+00
6.930000000000000000e+02,1.063003625359510451e+01,9.805230495471649377e+00
6.940000000000000000e+02,1.062100097752423089e+01,9.791738271844314667e+00
6.950000000000000000e+02,1.061197366187704816e+01,9.778265195668685905e+00
6.960000000000000000e+02,1.060295431059443949e+01,9.764811457366299408e+00
6.970000000000000000e+02,1.059394290489442980e+01,9.751376807947954362e+00
6.980000000000000000e+02,1.058493944844792267e+01,9.737961437789305563e+00
6.990000000000000000e+02,1.057594392277117379e+01,9.724565098177290423e+00
7.000000000000000000e+02,1.056695633127147893e+01,9.711187979380675017e+00
7.010000000000000000e+02,1.055797665575694744e+01,9.697829833021742729e+00
7.020000000000000000e+02,1.054900489937745967e+01,9.684490849203104545e+00
7.030000000000000000e+02,1.054004104422671695e+01,9.671170779940078788e+00
7.040000000000000000e+02,1.053108509320339969e+01,9.657869815111412848e+00
7.050000000000000000e+02,1.052213702868051115e+01,9.644587707181514702e+00
7.060000000000000000e+02,1.051319685331161224e+01,9.631324645749101521e+00
7.070000000000000000e+02,1.050426454974303958e+01,9.618080383782146470e+00
7.080000000000000000e+02,1.049534012038904329e+01,9.604855110544928465e+00
7.090000000000000000e+02,1.048642354816332656e+01,9.591648579561761423e+00
7.100000000000000000e+02,1.047751483524674754e+01,9.578460979709666034e+00
7.110000000000000000e+02,1.046861396481445716e+01,9.565292065120488019e+00
7.120000000000000000e+02,1.045972093881965570e+01,9.552142024232736617e+00
7.130000000000000000e+02,1.045083574069324683e+01,9.539010611835502473e+00
7.140000000000000000e+02,1.044195837216629208e+01,9.525898015878986769e+00
7.150000000000000000e+02,1.043308881691982393e+01,9.512803991857730068e+00
7.160000000000000000e+02,1.042422707646833047e+01,9.499728727185409838e+00
7.170000000000000000e+02,1.041537313473743787e+01,9.486671978108629943e+00
7.180000000000000000e+02,1.040652699303039341e+01,9.473633931457955626e+00
7.190000000000000000e+02,1.039768863551201328e+01,9.460614344277079368e+00
7.200000000000000000e+02,1.038885806327960992e+01,9.447613402768233470e+00
7.210000000000000000e+02,1.038003526073194571e+01,9.434630864815961360e+00
7.220000000000000000e+02,1.037122022876545913e+01,9.421666915950442700e+00
7.230000000000000000e+02,1.036241295200767887e+01,9.408721314939224811e+00
7.240000000000000000e+02,1.035361343115929422e+01,9.395794246598150323e+00
7.250000000000000000e+02,1.034482165107148077e+01,9.382885470618584023e+00
7.260000000000000000e+02,1.033603761225411510e+01,9.369995171061159311e+00
7.270000000000000000e+02,1.032726129977706009e+01,9.357123108580479354e+00
7.280000000000000000e+02,1.031849271396423795e+01,9.344269466442485239e+00
7.290000000000000000e+02,1.030973184009930677e+01,9.331434006302924189e+00
7.300000000000000000e+02,1.030097867832499503e+01,9.318616910595087788e+00
7.310000000000000000e+02,1.029223321413395276e+01,9.305817942012454935e+00
7.320000000000000000e+02,1.028349544749239008e+01,9.293037282118934428e+00
7.330000000000000000e+02,1.027476536409726116e+01,9.280274694681081016e+00
7.340000000000000000e+02,1.026604296374281411e+01,9.267530360358010810e+00
7.350000000000000000e+02,1.025732823232574020e+01,9.254804044023275722e+00
7.360000000000000000e+02,1.024862116947275403e+01,9.242095925397128653e+00
7.370000000000000000e+02,1.023992176127578801e+01,9.229405770492780547e+00
7.380000000000000000e+02,1.023123000719844455e+01,9.216733758058998305e+00
7.390000000000000000e+02,1.022254589352348120e+01,9.204079655279922889e+00
7.400000000000000000e+02,1.021386941955562833e+01,9.191443639901281770e+00
7.410000000000000000e+02,1.020520057176416806e+01,9.178825480308349327e+00
7.420000000000000000e+02,1.019653934929919359e+01,9.166225353213553362e+00
7.430000000000000000e+02,1.018788573881225901e+01,9.153643028232195888e+00
7.440000000000000000e+02,1.017923973930289350e+01,9.141078681014406015e+00
7.450000000000000000e+02,1.017060133760085527e+01,9.128532082433196138e+00
7.460000000000000000e+02,1.016197053255906191e+01,9.116003407048543394e+00
7.470000000000000000e+02,1.015334731118150025e+01,9.103492427017645383e+00
7.480000000000000000e+02,1.014473167217834337e+01,9.090999315783752976e+00
7.490000000000000000e+02,1.013612360272383484e+01,9.078523846813579823e+00
7.500000000000000000e+02,1.012752310138930945e+01,9.066066192408102964e+00
7.510000000000000000e+02,1.011893015551534347e+01,9.053626127367857990e+00
7.520000000000000000e+02,1.011034476353822598e+01,9.041203822827148073e+00
7.530000000000000000e+02,1.010176691296107165e+01,9.028799054943315028e+00
7.540000000000000000e+02,1.009319660208877778e+01,9.016411993660877755e+00
7.550000000000000000e+02,1.008463381858329200e+01,9.004042416515959601e+00
7.560000000000000000e+02,1.007607856062170448e+01,8.991690492241017907e+00
7.570000000000000000e+02,1.006753081602122180e+01,8.979355999771975405e+00
7.580000000000000000e+02,1.005899058283457848e+01,8.967039106608172716e+00
7.590000000000000000e+02,1.005045784903072104e+01,8.954739593105150774e+00
7.600000000000000000e+02,1.004193261254147806e+01,8.942457625509076635e+00
7.610000000000000000e+02,1.003341486148405792e+01,8.930192985613945922e+00
7.620000000000000000e+02,1.002490459367276010e+01,8.917945838393697144e+00
7.630000000000000000e+02,1.001640179736960157e+01,8.905715967098634778e+00
7.640000000000000000e+02,1.000790647027463187e+01,8.893503535412520478e+00
7.650000000000000000e+02,9.999418600791443623e+00,8.881308328058773682e+00
7.660000000000000000e+02,9.990938186509016106e+00,8.869130507413832021e+00
7.670000000000000000e+02,9.982465215969275718e+00,8.856969859690208224e+00
7.680000000000000000e+02,9.973999686653241881e+00,8.844826545940968288e+00
7.690000000000000000e+02,9.965541587237998655e+00,8.832700353882549038e+00
7.700000000000000000e+02,9.957090915099653827e+00,8.820591443229464090e+00
7.710000000000000000e+02,9.948647659047423986e+00,8.808499603216260354e+00
7.720000000000000000e+02,9.940211816355486008e+00,8.796424992204565640e+00
7.730000000000000000e+02,9.931783375962073279e+00,8.784367400960137573e+00
7.740000000000000000e+02,9.923362335042412496e+00,8.772326986478397259e+00
7.750000000000000000e+02,9.914948682660826407e+00,8.760303541068543254e+00
7.760000000000000000e+02,9.906542415896399945e+00,8.748297220347311054e+00
7.770000000000000000e+02,9.898143523936703048e+00,8.736307818178735474e+00
7.780000000000000000e+02,9.889752003767398492e+00,8.724335488789202842e+00
7.790000000000000000e+02,9.881367844696498537e+00,8.712380027608210398e+00
7.800000000000000000e+02,9.872991043619013141e+00,8.700441587460954196e+00
7.810000000000000000e+02,9.864621589960602677e+00,8.688519965352091035e+00
7.820000000000000000e+02,9.856259480528299477e+00,8.676615312695673765e+00
7.830000000000000000e+02,9.847904704862697756e+00,8.664727428080496452e+00
7.840000000000000000e+02,9.839557259685440371e+00,8.652856461500187280e+00
7.850000000000000000e+02,9.831217134649413936e+00,8.641002213135903887e+00
7.860000000000000000e+02,9.822884326393415577e+00,8.629164831552412096e+00
7.870000000000000000e+02,9.814558824680144511e+00,8.617344118530626318e+00
7.880000000000000000e+02,9.806240626067909361e+00,8.605540221198733519e+00
7.890000000000000000e+02,9.797929720426727940e+00,8.593752942944087536e+00
7.900000000000000000e+02,9.789626104236875292e+00,8.581982429451356253e+00
7.910000000000000000e+02,9.781329767473176062e+00,8.570228485720418732e+00
7.920000000000000000e+02,9.773040706540289335e+00,8.558491255986000468e+00
7.930000000000000000e+02,9.764758911515450279e+00,8.546770546865777973e+00
7.940000000000000000e+02,9.756484378729936680e+00,8.535066501139073836e+00
7.950000000000000000e+02,9.748217098361111610e+00,8.523378927045900610e+00
7.960000000000000000e+02,9.739957066669109764e+00,8.511707965905271678e+00
7.970000000000000000e+02,9.731704273929105753e+00,8.500053427583537768e+00
7.980000000000000000e+02,9.723458716332309848e+00,8.488415451935082956e+00
7.990000000000000000e+02,9.715220384249512620e+00,8.476793850455914381e+00
8.000000000000000000e+02,9.706989273805072926e+00,8.465188761532184358e+00
8.010000000000000000e+02,9.698765375463217708e+00,8.453599998292240514e+00
8.020000000000000000e+02,9.690548685283561170e+00,8.442027697650999585e+00
8.030000000000000000e+02,9.682339193821697165e+00,8.430471674371213808e+00
8.040000000000000000e+02,9.674136897074449237e+00,8.418932063894249751e+00
8.050000000000000000e+02,9.665941785686706922e+00,8.407408682618662255e+00
8.060000000000000000e+02,9.657753855594549464e+00,8.395901664510386553e+00
8.070000000000000000e+02,9.649573097530106836e+00,8.384410827604888539e+00
8.080000000000000000e+02,9.641399507370614685e+00,8.372936304391306095e+00
8.090000000000000000e+02,9.633233075933476997e+00,8.361477914542348344e+00
8.100000000000000000e+02,9.625073799039018496e+00,8.350035789069723435e+00
8.110000000000000000e+02,9.616921667587948974e+00,8.338609749283151018e+00
8.120000000000000000e+02,9.608776677345540307e+00,8.327199924716790491e+00
8.130000000000000000e+02,9.600638819293942916e+00,8.315806138316677476e+00
8.140000000000000000e+02,9.592508089145081129e+00,8.304428518139726378e+00
8.150000000000000000e+02,9.584384477960785631e+00,8.293066888767178568e+00
8.160000000000000000e+02,9.576267981401441531e+00,8.281721376779451305e+00
8.170000000000000000e+02,9.568158590606660852e+00,8.270391808391309496e+00
8.180000000000000000e+02,9.560056301186964589e+00,8.259078308708032168e+00
8.190000000000000000e+02,9.551961104358124288e+00,8.247780705575747717e+00
8.200000000000000000e+02,9.543872995682418647e+00,8.236499122626414149e+00
8.210000000000000000e+02,9.535791966450025470e+00,8.225233389334885459e+00
8.220000000000000000e+02,9.527718012176634943e+00,8.213983627862051051e+00
8.230000000000000000e+02,9.519651124225175565e+00,8.202749669308417424e+00
8.240000000000000000e+02,9.511591298066264244e+00,8.191531634366496561e+00
8.250000000000000000e+02,9.503538525134036519e+00,8.180329355758980014e+00
8.260000000000000000e+02,9.495492800855590332e+00,8.169142952713089656e+00
8.270000000000000000e+02,9.487454116734589604e+00,8.157972259569817197e+00
8.280000000000000000e+02,9.479422468156155190e+00,8.146817394094606257e+00
8.290000000000000000e+02,9.471397846691994360e+00,8.135678192242458806e+00
8.300000000000000000e+02,9.463380247686638214e+00,8.124554770320946417e+00
8.310000000000000000e+02,9.455369662778331019e+00,8.113446965894347329e+00
8.320000000000000000e+02,9.447366087272508040e+00,8.102354893816750447e+00
8.330000000000000000e+02,9.439369512872469059e+00,8.091278393256613910e+00
8.340000000000000000e+02,9.431379934845834256e+00,8.080217577619192681e+00
8.350000000000000000e+02,9.423397344959603572e+00,8.069172287671738886e+00
8.360000000000000000e+02,9.415421738444980093e+00,8.058142635375647345e+00
8.370000000000000000e+02,9.407453107131180658e+00,8.047128463091228312e+00
8.380000000000000000e+02,9.399491446214330637e+00,8.036129881341388170e+00
8.390000000000000000e+02,9.391536747584588340e+00,8.025146734073402399e+00
8.400000000000000000e+02,9.383589006404204014e+00,8.014179130377335980e+00
8.410000000000000000e+02,9.375648214622895438e+00,8.003226915781041839e+00
8.420000000000000000e+02,9.367714367370371775e+00,7.992290197947808039e+00
8.430000000000000000e+02,9.359787456654643734e+00,7.981368823979273053e+00
8.440000000000000000e+02,9.351867477574005605e+00,7.970462900118228333e+00
8.450000000000000000e+02,9.343954422193514020e+00,7.959572275033141686e+00
8.460000000000000000e+02,9.336048285581288297e+00,7.948697053552922220e+00
8.470000000000000000e+02,9.328149059858210634e+00,7.937837085905538714e+00
8.480000000000000000e+02,9.320256740063301848e+00,7.926992475512937730e+00
8.490000000000000000e+02,9.312371318372070661e+00,7.916163074154935586e+00
8.500000000000000000e+02,9.304492789795625995e+00,7.905348983853688338e+00
8.510000000000000000e+02,9.296621146562916493e+00,7.894550057933077625e+00
8.520000000000000000e+02,9.288756383658242299e+00,7.883766397022841765e+00
8.530000000000000000e+02,9.280898493362810697e+00,7.872997855982857729e+00
8.540000000000000000e+02,9.273047470635185974e+00,7.862244534058113743e+00
8.550000000000000000e+02,9.265203307807764688e+00,7.851506287636180303e+00
8.560000000000000000e+02,9.257365999814377133e+00,7.840783214585140826e+00
8.570000000000000000e+02,9.249535539037527343e+00,7.830075172811647555e+00
8.580000000000000000e+02,9.241711920387295720e+00,7.819382258815114284e+00
8.590000000000000000e+02,9.233895136295295458e+00,7.808704332012474048e+00
8.600000000000000000e+02,9.226085181648816302e+00,7.798041487542802130e+00
8.610000000000000000e+02,9.218282048927530781e+00,7.787393586324331984e+00
8.620000000000000000e+02,9.210485732996932740e+00,7.776760722144307358e+00
8.630000000000000000e+02,9.202696226383725531e+00,7.766142757413128983e+00
8.640000000000000000e+02,9.194913523932507715e+00,7.755539784574927431e+00
8.650000000000000000e+02,9.187137618216091539e+00,7.744951667522874672e+00
8.660000000000000000e+02,9.179368504059024048e+00,7.734378497367019101e+00
8.670000000000000000e+02,9.171606174079343532e+00,7.723820139473664526e+00
8.680000000000000000e+02,9.163850623082424818e+00,7.713276683627863228e+00
8.690000000000000000e+02,9.156101843730533929e+00,7.702747996659408791e+00
8.700000000000000000e+02,9.148359830810818494e+00,7.692234167037574899e+00
8.710000000000000000e+02,9.140624577028775732e+00,7.681735063045766587e+00
8.720000000000000000e+02,9.132896077154146752e+00,7.671250771846968242e+00
8.730000000000000000e+02,9.125174323934905019e+00,7.660781163168101315e+00
8.740000000000000000e+02,9.117459312124127635e+00,7.650326322875427465e+00
8.750000000000000000e+02,9.109751034511397449e+00,7.639886122129278867e+00
8.760000000000000000e+02,9.102049485833942910e+00,7.629460645508902239e+00
8.770000000000000000e+02,9.094354658922028989e+00,7.619049765597652346e+00
8.780000000000000000e+02,9.086666548497891682e+00,7.608653565697706789e+00
8.790000000000000000e+02,9.078985147431694713e+00,7.598271919804979291e+00
8.800000000000000000e+02,9.071310450431347761e+00,7.587904909954552579e+00
8.810000000000000000e+02,9.063642450406167228e+00,7.577552411544330013e+00
8.820000000000000000e+02,9.055981142050395505e+00,7.567214505352406029e+00
8.830000000000000000e+02,9.048326518311782252e+00,7.556891068168028802e+00
8.840000000000000000e+02,9.040678573871632651e+00,7.546582179522538958e+00
8.850000000000000000e+02,9.033037301715346246e+00,7.536287717585675949e+00
8.860000000000000000e+02,9.025402696511978462e+00,7.526007760652355216e+00
8.870000000000000000e+02,9.017774751283818446e+00,7.515742188261985035e+00
8.880000000000000000e+02,9.010153460688355764e+00,7.505491077483430473e+00
8.890000000000000000e+02,9.002538817784053293e+00,7.495254309214811173e+00
8.900000000000000000e+02,8.994930817217495544e+00,7.485031959309512040e+00
8.910000000000000000e+02,8.987329452082647663e+00,7.474823910013189021e+00
8.920000000000000000e+02,8.979734717015775303e+00,7.464630235974378358e+00
8.930000000000000000e+02,8.972146605145660203e+00,7.454450820775179842e+00
8.940000000000000000e+02,8.964565111098867334e+00,7.444285737869979158e+00
8.950000000000000000e+02,8.956990228038371527e+00,7.434134872166068497e+00
8.960000000000000000e+02,8.949421950581637475e+00,7.423998295934373104e+00
8.970000000000000000e+02,8.941860271925104797e+00,7.413875895396143001e+00
8.980000000000000000e+02,8.934305186677745425e+00,7.403767741649646794e+00
8.990000000000000000e+02,8.926756688068927303e+00,7.393673722218816913e+00
9.000000000000000000e+02,8.919214770699632311e+00,7.383593907040109094e+00
9.010000000000000000e+02,8.911679427831504796e+00,7.373528184928715312e+00
9.020000000000000000e+02,8.904150654058129888e+00,7.363476624670195037e+00
9.030000000000000000e+02,8.896628442672801285e+00,7.353439116359538730e+00
9.040000000000000000e+02,8.889112788262263365e+00,7.343415727642462087e+00
9.050000000000000000e+02,8.881603684150904954e+00,7.333406349882289454e+00
9.060000000000000000e+02,8.874101124919093309e+00,7.323411049595813793e+00
9.070000000000000000e+02,8.866605103921768816e+00,7.313429719403149676e+00
9.080000000000000000e+02,8.859115615733410110e+00,7.303462424703282885e+00
9.090000000000000000e+02,8.851632653738997547e+00,7.293509059361639402e+00
9.100000000000000000e+02,8.844156212507579440e+00,7.283569687670425452e+00
9.110000000000000000e+02,8.836686285453620116e+00,7.273644204728700657e+00
9.120000000000000000e+02,8.829222867141249154e+00,7.263732673733038325e+00
9.130000000000000000e+02,8.821765951013860629e+00,7.253834991004654675e+00
9.140000000000000000e+02,8.814315531631139677e+00,7.243951218655531044e+00
9.150000000000000000e+02,8.806871602464923399e+00,7.234081254217364254e+00
9.160000000000000000e+02,8.799434158070894796e+00,7.224225158728774687e+00
9.170000000000000000e+02,8.792003191948820628e+00,7.214382830920313516e+00
9.180000000000000000e+02,8.784578698650779671e+00,7.204554330768363712e+00
9.190000000000000000e+02,8.777160671704010042e+00,7.194739558190716089e+00
9.200000000000000000e+02,8.769749105657437482e+00,7.184938572112617550e+00
9.210000000000000000e+02,8.762343994065322050e+00,7.175151273627560222e+00
9.220000000000000000e+02,8.754945331473784620e+00,7.165377720620777602e+00
9.230000000000000000e+02,8.747553111463659548e+00,7.155617815349790689e+00
9.240000000000000000e+02,8.740167328578683836e+00,7.145871614671032823e+00
9.250000000000000000e+02,8.732787976425797183e+00,7.136139021994419629e+00
9.260000000000000000e+02,8.725415049546761281e+00,7.126420093158705171e+00
9.270000000000000000e+02,8.718048541574150434e+00,7.116714732714583214e+00
9.280000000000000000e+02,8.710688447048156036e+00,7.107022995494287620e+00
9.290000000000000000e+02,8.703334759626587314e+00,7.097344787177777725e+00
9.300000000000000000e+02,8.695987473848372673e+00,7.087680161601801032e+00
9.310000000000000000e+02,8.688646583396185008e+00,7.078029025563913557e+00
9.320000000000000000e+02,8.681312082807997044e+00,7.068391431916642986e+00
9.330000000000000000e+02,8.673983965790961648e+00,7.058767288563563724e+00
9.340000000000000000e+02,8.666662226882516862e+00,7.049156647384015706e+00
9.350000000000000000e+02,8.659346859813814135e+00,7.039559417376085371e+00
9.360000000000000000e+02,8.652037859122067687e+00,7.029975649456935649e+00
9.370000000000000000e+02,8.644735218562104251e+00,7.020405253707690640e+00
9.380000000000000000e+02,8.637438932671239300e+00,7.010848280094426954e+00
9.390000000000000000e+02,8.630148995227626685e+00,7.001304639769823979e+00
9.400000000000000000e+02,8.622865400768914057e+00,6.991774381759762846e+00
9.410000000000000000e+02,8.615588143096244877e+00,6.982257418277090011e+00
9.420000000000000000e+02,8.608317216747925826e+00,6.972753797418552502e+00
9.430000000000000000e+02,8.601052615547738256e+00,6.963263432445705448e+00
9.440000000000000000e+02,8.593794334034958737e+00,6.953786370537050843e+00
9.450000000000000000e+02,8.586542366055592623e+00,6.944322525991510453e+00
9.460000000000000000e+02,8.579296706150223883e+00,6.934871945080251621e+00
9.470000000000000000e+02,8.572057348186785219e+00,6.925434543128257125e+00
9.480000000000000000e+02,8.564824286707406031e+00,6.916010365510201652e+00
9.490000000000000000e+02,8.557597515601612415e+00,6.906599328565829587e+00
9.500000000000000000e+02,8.550377029413320784e+00,6.897201476784124097e+00
9.510000000000000000e+02,8.543162822053334438e+00,6.887816727508407233e+00
9.520000000000000000e+02,8.535954888067681878e+00,6.878445124352734474e+00
9.530000000000000000e+02,8.528753221388138073e+00,6.869086585652759425e+00
9.540000000000000000e+02,8.521557816563024801e+00,6.859741154158353282e+00
9.550000000000000000e+02,8.514368667544813363e+00,6.850408749186424728e+00
9.560000000000000000e+02,8.507185768884401256e+00,6.841089412633283295e+00
9.570000000000000000e+02,8.500009114554607947e+00,6.831783064785999393e+00
9.580000000000000000e+02,8.492838699109126921e+00,6.822489746697959490e+00
9.590000000000000000e+02,8.485674516540916201e+00,6.813209379615365435e+00
9.600000000000000000e+02,8.478516561406690855e+00,6.803942003759225088e+00
9.610000000000000000e+02,8.471364827719218837e+00,6.794687541323944480e+00
9.620000000000000000e+02,8.464219310038444632e+00,6.785446031708644909e+00
9.630000000000000000e+02,8.457080002396736518e+00,6.776217398044974694e+00
9.640000000000000000e+02,8.449946899357474450e+00,6.767001678920656182e+00
9.650000000000000000e+02,8.442819994972321496e+00,6.757798798393801043e+00
9.660000000000000000e+02,8.435699283808311577e+00,6.748608794251000909e+00
9.670000000000000000e+02,8.428584759936171622e+00,6.739431591466113147e+00
9.680000000000000000e+02,8.421476417926760050e+00,6.730267227034916644e+00
9.690000000000000000e+02,8.414374251869647381e+00,6.721115626836236423e+00
9.700000000000000000e+02,8.407278256339720812e+00,6.711976827085377906e+00
9.710000000000000000e+02,8.400188425445103135e+00,6.702850754555507606e+00
9.720000000000000000e+02,8.393104753764943027e+00,6.693737444691525873e+00
9.730000000000000000e+02,8.386027235425657977e+00,6.684636825150414907e+00
9.740000000000000000e+02,8.378955865010828674e+00,6.675548930616861831e+00
9.750000000000000000e+02,8.371890636664963026e+00,6.666473689621092547e+00
9.760000000000000000e+02,8.364831544976228273e+00,6.657411136097599602e+00
9.770000000000000000e+02,8.357778584107032671e+00,6.648361199439483116e+00
9.780000000000000000e+02,8.350731748650279229e+00,6.639323912841001096e+00
9.790000000000000000e+02,8.343691032785999440e+00,6.630299206547750401e+00
9.800000000000000000e+02,8.336656431112071886e+00,6.621287113023644366e+00
9.810000000000000000e+02,8.329627937825964779e+00,6.612287563356554543e+00
9.820000000000000000e+02,8.322605547530622871e+00,6.603300589289870182e+00
9.830000000000000000e+02,8.315589254440745037e+00,6.594326122743458640e+00
9.840000000000000000e+02,8.308579053164525163e+00,6.585364194749979916e+00
9.850000000000000000e+02,8.301574937933674292e+00,6.576414738051175490e+00
9.860000000000000000e+02,8.294576903361809528e+00,6.567477782978673240e+00
9.870000000000000000e+02,8.287584943697455131e+00,6.558553263086007057e+00
9.880000000000000000e+02,8.280599053559747347e+00,6.549641208013361471e+00
9.890000000000000000e+02,8.273619227213893979e+00,6.540741552116117852e+00
9.900000000000000000e+02,8.266645459284671205e+00,6.531854324352542207e+00
9.910000000000000000e+02,8.259677744053734116e+00,6.522979459869959307e+00
9.920000000000000000e+02,8.252716076151680014e+00,6.514116986954177513e+00
9.930000000000000000e+02,8.245760449876421205e+00,6.505266841534674604e+00
9.940000000000000000e+02,8.238810859864498681e+00,6.496429051234059671e+00
9.950000000000000000e+02,8.231867300429927425e+00,6.487603552754293013e+00
9.960000000000000000e+02,8.224929766215325344e+00,6.478790373064164498e+00
9.970000000000000000e+02,8.217998251550589828e+00,6.469989449628356759e+00
9.980000000000000000e+02,8.211072751084531163e+00,6.461200808771054405e+00
9.990000000000000000e+02,8.204153259162810130e+00,6.452424388710150893e+00
1.000000000000000000e+03,8.197239770440544859e+00,6.443660215134314306e+00
1.001000000000000000e+03,8.190332279278958794e+00,6.434908227005119663e+00
1.002000000000000000e+03,8.183430780339591593e+00,6.426168449384850767e+00
1.003000000000000000e+03,8.176535267999108569e+00,6.417440821969340625e+00
1.004000000000000000e+03,8.169645736925573942e+00,6.408725369203411404e+00
1.005000000000000000e+03,8.162762181510892390e+00,6.400022031507861975e+00
1.006000000000000000e+03,8.155884596429769928e+00,6.391330832718928434e+00
1.007000000000000000e+03,8.149012976089226257e+00,6.382651713973110041e+00
1.008000000000000000e+03,8.142147315170717548e+00,6.373984698506917290e+00
1.009000000000000000e+03,8.135287608096220424e+00,6.365329728163382050e+00
1.010000000000000000e+03,8.128433849554006940e+00,6.356686825587974710e+00
1.011000000000000000e+03,8.121586033980880970e+00,6.348055933321223421e+00
1.012000000000000000e+03,8.114744156072045911e+00,6.339437073426168467e+00
1.013000000000000000e+03,8.107908210278973016e+00,6.330830189131869901e+00
1.014000000000000000e+03,8.101078191303891174e+00,6.322235301927482176e+00
1.015000000000000000e+03,8.094254093612800460e+00,6.313652355721677267e+00
1.016000000000000000e+03,8.087435911915051179e+00,6.305081371438236104e+00
1.017000000000000000e+03,8.080623640691026566e+00,6.296522293656622971e+00
1.018000000000000000e+03,8.073817274657294263e+00,6.287975142743598589e+00
1.019000000000000000e+03,8.067016808308476783e+00,6.279439863940698530e+00
1.020000000000000000e+03,8.060222236368430160e+00,6.270916477065975769e+00
1.021000000000000000e+03,8.053433553345929141e+00,6.262404928014387195e+00
1.022000000000000000e+03,8.046650753972176773e+00,6.253905236063507900e+00
1.023000000000000000e+03,8.039873832769965034e+00,6.245417347753120296e+00
1.024000000000000000e+03,8.033102784477902603e+00,6.236941281828488393e+00
1.025000000000000000e+03,8.026337603632709872e+00,6.228476985465783322e+00
1.026000000000000000e+03,8.019578284980468652e+00,6.220024476885955167e+00
1.027000000000000000e+03,8.012824823071685643e+00,6.211583703893179376e+00
1.028000000000000000e+03,8.006077212660013487e+00,6.203154684192084822e+00
1.029000000000000000e+03,7.999335448309610186e+00,6.194737366206518381e+00
1.030000000000000000e+03,7.992599524781766718e+00,6.186331767132682735e+00
1.031000000000000000e+03,7.985869436654190245e+00,6.177937836005900962e+00
1.032000000000000000e+03,7.979145178695890905e+00,6.169555589521689143e+00
1.033000000000000000e+03,7.972426745497990019e+00,6.161184977318769462e+00
