N,ranks,M,wall_s,dhs
7,1,2000,21.82414782,0.3748220891
7,2,2000,10.55793272,0.3748220891
7,4,2000,6.189486824,0.3748220891
7,8,2000,3.968743092,0.3748220891
7,16,2000,4.558074836,0.3748220891
