source,system,domain,protocol,protocol_value,x_name,x,obs_name,obs
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.57,distance_to_equilibrium_D,0.913690495491027
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.58,distance_to_equilibrium_D,0.911904788017272
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.59,distance_to_equilibrium_D,0.907341241836547
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.6,distance_to_equilibrium_D,0.902579355239868
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.61,distance_to_equilibrium_D,0.900396823883056
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.62,distance_to_equilibrium_D,0.900595235824584
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.63,distance_to_equilibrium_D,0.898611116409301
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.64,distance_to_equilibrium_D,0.905357122421264
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.65,distance_to_equilibrium_D,0.903769826889038
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.66,distance_to_equilibrium_D,0.897023820877075
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.67,distance_to_equilibrium_D,0.891071391105651
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.68,distance_to_equilibrium_D,0.888095211982727
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.69,distance_to_equilibrium_D,0.881150794029235
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.7,distance_to_equilibrium_D,0.879960322380065
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.71,distance_to_equilibrium_D,0.875992083549499
