t,T,a2
7.5,0.1490079902,-0.02682062386
7.51,0.1487660063,-0.02682095718
7.52,0.1485246114,-0.02682128753
7.53,0.1482838036,-0.02682161492
7.54,0.1480435809,-0.0268219394
7.55,0.1478039416,-0.02682226099
7.56,0.1475648837,-0.02682257971
7.57,0.1473264053,-0.0268228956
7.58,0.1470885045,-0.02682320868
7.59,0.1468511795,-0.02682351899
7.6,0.1466144285,-0.02682382653
7.61,0.1463782495,-0.02682413136
7.62,0.1461426408,-0.02682443348
7.63,0.1459076005,-0.02682473292
7.64,0.1456731268,-0.02682502972
7.65,0.1454392178,-0.0268253239
7.66,0.1452058718,-0.02682561547
7.67,0.1449730869,-0.02682590448
7.68,0.1447408613,-0.02682619093
7.69,0.1445091934,-0.02682647487
7.7,0.1442780811,-0.0268267563
7.71,0.1440475229,-0.02682703526
7.72,0.1438175169,-0.02682731177
7.73,0.1435880613,-0.02682758584
7.74,0.1433591545,-0.02682785752
7.75,0.1431307946,-0.02682812681
7.76,0.14290298,-0.02682839374
7.77,0.1426757088,-0.02682865834
7.78,0.1424489793,-0.02682892062
7.79,0.14222279,-0.02682918061
7.8,0.1419971389,-0.02682943833
7.81,0.1417720244,-0.0268296938
7.82,0.1415474449,-0.02682994704
7.83,0.1413233985,-0.02683019808
7.84,0.1410998837,-0.02683044693
7.85,0.1408768988,-0.02683069361
7.86,0.140654442,-0.02683093816
7.87,0.1404325118,-0.02683118057
7.88,0.1402111064,-0.02683142089
7.89,0.1399902242,-0.02683165912
7.9,0.1397698635,-0.02683189529
7.91,0.1395500228,-0.02683212941
7.92,0.1393307003,-0.0268323615
7.93,0.1391118945,-0.02683259159
7.94,0.1388936037,-0.0268328197
7.95,0.1386758263,-0.02683304583
7.96,0.1384585607,-0.02683327002
7.97,0.1382418053,-0.02683349227
7.98,0.1380255586,-0.02683371261
7.99,0.1378098188,-0.02683393105
8,0.1375945845,-0.02683414761
