t,T,a2
7.39,0.1532261876,-0.02688755888
7.4,0.1529738635,-0.02688734516
7.41,0.1527221622,-0.02688713339
7.42,0.1524710815,-0.02688692353
7.43,0.1522206195,-0.02688671556
7.44,0.1519707741,-0.02688650948
7.45,0.1517215434,-0.02688630525
7.46,0.1514729252,-0.02688610287
7.47,0.1512249176,-0.02688590231
7.48,0.1509775186,-0.02688570356
7.49,0.1507307262,-0.02688550659
7.5,0.1504845385,-0.0268853114
7.51,0.1502389533,-0.02688511795
7.52,0.1499939689,-0.02688492625
7.53,0.1497495832,-0.02688473626
7.54,0.1495057942,-0.02688454798
7.55,0.1492626001,-0.02688436138
7.56,0.1490199989,-0.02688417645
7.57,0.1487779886,-0.02688399317
7.58,0.1485365674,-0.02688381153
7.59,0.1482957334,-0.02688363151
7.6,0.1480554845,-0.0268834531
7.61,0.1478158191,-0.02688327628
7.62,0.1475767351,-0.02688310103
7.63,0.1473382307,-0.02688292734
7.64,0.1471003039,-0.02688275519
7.65,0.1468629531,-0.02688258457
7.66,0.1466261762,-0.02688241547
7.67,0.1463899715,-0.02688224786
7.68,0.146154337,-0.02688208174
7.69,0.1459192711,-0.02688191709
7.7,0.1456847717,-0.0268817539
7.71,0.1454508372,-0.02688159215
7.72,0.1452174657,-0.02688143182
7.73,0.1449846553,-0.02688127292
7.74,0.1447524044,-0.02688111541
7.75,0.1445207111,-0.02688095929
7.76,0.1442895736,-0.02688080454
7.77,0.1440589902,-0.02688065116
7.78,0.1438289591,-0.02688049912
7.79,0.1435994784,-0.02688034842
7.8,0.1433705466,-0.02688019905
7.81,0.1431421617,-0.02688005098
7.82,0.1429143221,-0.02687990421
7.83,0.1426870261,-0.02687975872
7.84,0.1424602719,-0.02687961451
7.85,0.1422340577,-0.02687947155
7.86,0.142008382,-0.02687932985
7.87,0.1417832429,-0.02687918938
7.88,0.1415586388,-0.02687905014
7.89,0.141334568,-0.02687891211
7.9,0.1411110287,-0.02687877528
7.91,0.1408880194,-0.02687863964
7.92,0.1406655383,-0.02687850518
7.93,0.1404435838,-0.02687837189
7.94,0.1402221541,-0.02687823975
7.95,0.1400012478,-0.02687810876
7.96,0.139780863,-0.02687797891
7.97,0.1395609982,-0.02687785018
7.98,0.1393416518,-0.02687772256
7.99,0.139122822,-0.02687759605
8,0.1389045074,-0.02687747063
