t,0.0006666667,0.002,0.003333333,0.004666667,0.006,0.007333333,0.008666667,0.01,0.01133333,0.01266667,0.014,0.01533333,0.01666667,0.018,0.01933333,0.02066667,0.022,0.02333333,0.02466667,0.026,0.02733333,0.02866667,0.03,0.03133333,0.03266667,0.034,0.03533333,0.03666667,0.038,0.03933333,0.04066667,0.042,0.04333333,0.04466667,0.046,0.04733333,0.04866667,0.05,0.05133333,0.05266667,0.054,0.05533333,0.05666667,0.058,0.05933333,0.06066667,0.062,0.06333333,0.06466667,0.066,0.06733333,0.06866667,0.07,0.07133333,0.07266667,0.074,0.07533333,0.07666667,0.078,0.07933333
290,13.04494,13.39865,13.76688,14.14879,14.53526,14.92634,15.3221,15.72257,16.12782,16.53791,16.95289,17.37282,17.79776,18.22777,18.6629,19.10323,19.5488,19.99969,20.45595,20.91765,21.38486,21.85763,22.33604,22.82015,23.31003,23.80574,24.30736,24.81496,25.32861,25.84837,26.37433,26.90655,27.44512,27.9901,28.54157,29.09961,29.66429,30.23571,30.81393,31.39903,31.99111,32.59024,33.19651,33.81,34.4308,35.059,35.69468,36.33793,36.98885,37.64753,38.31406,38.98853,39.67104,40.36169,41.06053,41.76757,42.48223,43.20124,43.90689,44.50571
300,11.64446,11.98262,12.33473,12.6999,13.06944,13.4434,13.82183,14.20479,14.59232,14.98448,15.38133,15.78292,16.18931,16.60056,17.01671,17.43784,17.864,18.29524,18.73164,19.17324,19.62012,20.07234,20.52995,20.99302,21.46163,21.93582,22.41567,22.90125,23.39263,23.88987,24.39304,24.90221,25.41746,25.93886,26.46648,27.00039,27.54067,28.0874,28.64064,29.20049,29.76702,30.3403,30.92043,31.50747,32.10152,32.70266,33.31097,33.92653,34.54944,35.17979,35.81765,36.46313,37.11631,37.77729,38.44612,39.12281,39.80682,40.49508,41.17078,41.7448
310,10.3042,10.62745,10.9641,11.31323,11.66654,12.02408,12.3859,12.75205,13.12259,13.49756,13.87702,14.26102,14.64962,15.04287,15.44082,15.84354,16.25107,16.66347,17.08081,17.50314,17.93052,18.36302,18.80068,19.24358,19.69177,20.14531,20.60428,21.06874,21.53875,22.01437,22.49568,22.98274,23.47562,23.97439,24.47912,24.98988,25.50674,26.02978,26.55907,27.09468,27.63669,28.18517,28.74021,29.30188,29.87025,30.44542,31.02746,31.61646,32.21249,32.81564,33.42601,34.04366,34.66869,35.3012,35.94123,36.58879,37.24339,37.90212,38.54906,39.09919
320,9.021767,9.330717,9.65255,9.98629,10.32403,10.66583,11.01172,11.36177,11.71601,12.0745,12.43728,12.80442,13.17596,13.55195,13.93244,14.3175,14.70717,15.10151,15.50057,15.90441,16.31309,16.72667,17.1452,17.56874,17.99735,18.43109,18.87003,19.31422,19.76373,20.21862,20.67896,21.14481,21.61623,22.09329,22.57606,23.06461,23.559,24.05932,24.56561,25.07797,25.59645,26.12114,26.65211,27.18943,27.73317,28.28343,28.84026,29.40376,29.974,30.55107,31.13504,31.72599,32.32402,32.9292,33.5416,34.16121,34.78758,35.41797,36.03729,36.56443
330,7.794814,8.090061,8.397685,8.716677,9.039501,9.366205,9.696833,10.03143,10.37005,10.71274,11.05954,11.4105,11.76568,12.12512,12.48888,12.857,13.22955,13.60656,13.9881,14.37421,14.76496,15.16039,15.56057,15.96555,16.37539,16.79014,17.20986,17.63462,18.06447,18.49947,18.93969,19.38519,19.83603,20.29227,20.75398,21.22122,21.69406,22.17257,22.65682,23.14686,23.64278,24.14464,24.65252,25.16648,25.68659,26.21294,26.7456,27.28464,27.83013,28.38217,28.94081,29.50616,30.07827,30.65724,31.24312,31.83591,32.4352,33.03839,33.63117,34.13619
340,6.621102,6.903217,7.197223,7.502079,7.810604,8.122842,8.438836,8.758633,9.082277,9.409814,9.741291,10.07675,10.41625,10.75983,11.10754,11.45943,11.81556,12.17596,12.54069,12.90981,13.28336,13.6614,14.04399,14.43117,14.823,15.21954,15.62084,16.02696,16.43795,16.85389,17.27481,17.7008,18.13189,18.56816,19.00967,19.45648,19.90865,20.36625,20.82934,21.29799,21.77226,22.25223,22.73795,23.2295,23.72695,24.23037,24.73984,25.25541,25.77717,26.30519,26.83955,27.38031,27.92757,28.48139,29.04183,29.6089,30.1822,30.75929,31.3266,31.81032
350,5.49847,5.768001,6.048956,6.340266,6.635088,6.933464,7.235435,7.541045,7.850338,8.163357,8.480147,8.800753,9.125221,9.453597,9.785927,10.12226,10.46264,10.80712,11.15575,11.50857,11.86564,12.227,12.59272,12.96284,13.3374,13.71648,14.10012,14.48837,14.88129,15.27893,15.68136,16.08863,16.5008,16.91792,17.34006,17.76727,18.19962,18.63716,19.07997,19.52809,19.98161,20.44057,20.90505,21.37511,21.85082,22.33225,22.81947,23.31253,23.81153,24.31652,24.82757,25.34477,25.86818,26.39788,26.93392,27.47631,28.02468,28.57673,29.11957,29.58283
360,4.424833,4.68231,4.950759,5.229091,5.510784,5.795877,6.084411,6.376428,6.671969,6.971076,7.273792,7.580161,7.890225,8.204029,8.521619,8.843039,9.168335,9.497553,9.830741,10.16795,10.50921,10.8546,11.20414,11.5579,11.91593,12.27826,12.64496,13.01608,13.39167,13.77179,14.15648,14.54581,14.93983,15.33859,15.74215,16.15058,16.56392,16.98223,17.40559,17.83404,18.26764,18.70647,19.15058,19.60003,20.0549,20.51523,20.98111,21.4526,21.92975,22.41265,22.90137,23.39596,23.8965,24.40306,24.91571,25.43442,25.95888,26.4869,27.00627,27.44983
370,3.398185,3.644115,3.900583,4.166483,4.435599,4.707967,4.983629,5.262622,5.544988,5.830766,6.119998,6.412725,6.708988,7.008831,7.312296,7.619426,7.930266,8.24486,8.563253,8.88549,9.211619,9.541684,9.875734,10.21382,10.55598,10.90227,11.25274,11.60744,11.96642,12.32973,12.69743,13.06956,13.44617,13.82734,14.21309,14.6035,14.99862,15.3985,15.80321,16.21279,16.62731,17.04683,17.47141,17.9011,18.33598,18.77609,19.22151,19.6723,20.12852,20.59024,21.05753,21.53044,22.00905,22.49343,22.98363,23.47965,23.98118,24.48615,24.98298,25.40761
380,2.416594,2.651467,2.896458,3.15045,3.407519,3.667699,3.93103,4.197549,4.467294,4.740304,5.016618,5.296276,5.579318,5.865785,6.155718,6.449158,6.746147,7.046729,7.350947,7.658843,7.970462,8.28585,8.60505,8.92811,9.255075,9.585991,9.920908,10.25987,10.60293,10.95014,11.30154,11.65719,12.01713,12.38142,12.75011,13.12326,13.50091,13.88312,14.26995,14.66144,15.05767,15.45868,15.86453,16.27528,16.69099,17.11172,17.53753,17.96847,18.40462,18.84603,19.29277,19.7449,20.20249,20.66559,21.13427,21.60853,22.08806,22.57094,23.04613,23.45258
