256,7,10,13,17,21,26,30,36,41,48,54,62,69,77,85,94,103,113,123,134,145,157,169
512,7,10,13,17,21,26,30,36,41,48,54,62,69,77,85,94,103,113,123,134,145,157,169,183,197,213,231
