256,21,27,32,38,44,52,59,68,76,85,95,105,116,127,139,151,164,177
512,21,27,32,38,44,52,59,68,76,86,95,106,116,128,139,151,164,177,191,205,220,236,251,268,284,303,320,340,358,378
1024,21,27,32,38,44,52,59,68,76,85,95,105,116,127,139,151,164,178,191,205,220,236,251,268,285,303,321,340,358,379
