t,D_L1,D_KL,D_e
13.6,0.5622309397,0.6248994258,0.6248994258
13.7,0.5610993926,0.6184838488,0.6184838488
13.8,0.5599830613,0.6121626225,0.6121626225
13.9,0.5588817411,0.6059343623,0.6059343623
14,0.5577952302,0.5997977037,0.5997977037
14.1,0.5567233294,0.5937513024,0.5937513024
14.2,0.5556658424,0.5877938339,0.5877938339
14.3,0.5546225752,0.5819239931,0.5819239931
14.4,0.5535933366,0.5761404942,0.5761404942
14.5,0.5525779381,0.5704420703,0.5704420703
14.6,0.5515761935,0.5648274732,0.5648274732
14.7,0.5505879192,0.5592954728,0.5592954728
14.8,0.5496129341,0.5538448574,0.5538448574
14.9,0.5486510595,0.548474433,0.548474433
15,0.547702119,0.5431830231,0.5431830231
15.1,0.5467659388,0.5379694685,0.5379694685
15.2,0.5458423473,0.5328326272,0.5328326272
15.3,0.5449311752,0.5277713736,0.5277713736
15.4,0.5440322555,0.5227845992,0.5227845992
15.5,0.5431454234,0.5178712112,0.5178712112
15.6,0.5422705164,0.5130301333,0.5130301333
15.7,0.5414073742,0.5082603047,0.5082603047
15.8,0.5405558385,0.5035606803,0.5035606803
15.9,0.5397157533,0.4989302305,0.4989302305
16,0.5388869646,0.4943679405,0.4943679405
16.1,0.5380693205,0.4898728106,0.4898728106
16.2,0.5372626711,0.4854438558,0.4854438558
16.3,0.5364668686,0.4810801054,0.4810801054
16.4,0.5356817672,0.476780603,0.476780603
16.5,0.5349072229,0.4725444064,0.4725444064
16.6,0.5341430938,0.4683705869,0.4683705869
16.7,0.5333892398,0.4642582297,0.4642582297
16.8,0.5326455227,0.4602064334,0.4602064334
16.9,0.5319118064,0.4562143096,0.4562143096
17,0.5311879562,0.452280983,0.452280983
17.1,0.5304738395,0.4484055914,0.4484055914
17.2,0.5297693254,0.444587285,0.444587285
17.3,0.5290742848,0.4408252264,0.4408252264
17.4,0.5283885904,0.4371185907,0.4371185907
17.5,0.5277121163,0.4334665648,0.4334665648
17.6,0.5270447388,0.4298683479,0.4298683479
17.7,0.5263863353,0.4263231506,0.4263231506
17.8,0.5257367853,0.4228301951,0.4228301951
17.9,0.5250959697,0.4193887153,0.4193887153
18,0.524463771,0.4159979559,0.4159979559
18.1,0.5238400735,0.4126571731,0.4126571731
18.2,0.5232247627,0.4093656336,0.4093656336
18.3,0.5226177259,0.4061226151,0.4061226151
18.4,0.5220188518,0.4029274057,0.4029274057
18.5,0.5214280307,0.3997793042,0.3997793042
18.6,0.5208451543,0.3966776193,0.3966776193
18.7,0.5202701157,0.3936216702,0.3936216702
18.8,0.5197028096,0.3906107858,0.3906107858
18.9,0.519143132,0.387644305,0.387644305
19,0.5185909802,0.3847215762,0.3847215762
19.1,0.5180462532,0.3818419575,0.3818419575
19.2,0.517508851,0.3790048163,0.3790048163
19.3,0.5169786752,0.3762095294,0.3762095294
19.4,0.5164556286,0.3734554826,0.3734554826
19.5,0.5159396154,0.3707420706,0.3707420706
19.6,0.5154305409,0.3680686973,0.3680686973
19.7,0.5149283118,0.3654347749,0.3654347749
19.8,0.5144328361,0.3628397246,0.3628397246
19.9,0.5139440231,0.3602829758,0.3602829758
20,0.513461783,0.3577639663,0.3577639663
20.1,0.5129860275,0.3552821422,0.3552821422
20.2,0.5125166694,0.3528369578,0.3528369578
20.3,0.5120536228,0.3504278752,0.3504278752
20.4,0.5115968026,0.3480543643,0.3480543643
20.5,0.5111461253,0.3457159031,0.3457159031
20.6,0.5107015081,0.343411977,0.343411977
20.7,0.5102628696,0.3411420789,0.3411420789
20.8,0.5098301295,0.3389057093,0.3389057093
20.9,0.5094032083,0.3367023758,0.3367023758
21,0.5089820279,0.3345315933,0.3345315933
21.1,0.508566511,0.332392884,0.332392884
21.2,0.5081565816,0.3302857767,0.3302857767
21.3,0.5077521643,0.3282098074,0.3282098074
21.4,0.5073531853,0.3261645188,0.3261645188
21.5,0.5069595712,0.3241494602,0.3241494602
21.6,0.50657125,0.3221641877,0.3221641877
21.7,0.5061881505,0.3202082637,0.3202082637
21.8,0.5058102025,0.3182812571,0.3182812571
21.9,0.5054373367,0.3163827431,0.3163827431
22,0.5050694848,0.3145123032,0.3145123032
22.1,0.5047065793,0.3126695247,0.3126695247
22.2,0.5043485537,0.3108540014,0.3108540014
22.3,0.5039953425,0.3090653327,0.3090653327
22.4,0.5036468808,0.307303124,0.307303124
22.5,0.5033031049,0.3055669865,0.3055669865
22.6,0.5029639517,0.303856537,0.303856537
22.7,0.502629359,0.302171398,0.302171398
22.8,0.5022992655,0.3005111974,0.3005111974
22.9,0.5019736107,0.2988755687,0.2988755687
23,0.501652335,0.2972641507,0.2972641507
23.1,0.5013353794,0.2956765874,0.2956765874
23.2,0.5010226859,0.2941125282,0.2941125282
23.3,0.5007141971,0.2925716274,0.2925716274
23.4,0.5004098566,0.2910535446,0.2910535446
23.5,0.5001096084,0.2895579441,0.2895579441
23.6,0.4998133976,0.2880844954,0.2880844954
23.7,0.49952117,0.2866328727,0.2866328727
23.8,0.4992328719,0.2852027549,0.2852027549
23.9,0.4989484504,0.2837938258,0.2837938258
24,0.4986678536,0.2824057737,0.2824057737
24.1,0.4983910299,0.2810382914,0.2810382914
24.2,0.4981179286,0.2796910763,0.2796910763
24.3,0.4978484997,0.2783638303,0.2783638303
24.4,0.4975826937,0.2770562594,0.2770562594
24.5,0.497320462,0.2757680741,0.2757680741
24.6,0.4970617565,0.2744989893,0.2744989893
24.7,0.4968065297,0.2732487237,0.2732487237
24.8,0.4965547349,0.2720170003,0.2720170003
24.9,0.496306326,0.2708035462,0.2708035462
25,0.4960612574,0.2696080926,0.2696080926
25.1,0.4958194843,0.2684303743,0.2684303743
25.2,0.4955809622,0.2672701302,0.2672701302
25.3,0.4953456474,0.266127103,0.266127103
25.4,0.4951134969,0.2650010393,0.2650010393
25.5,0.4948844681,0.2638916892,0.2638916892
25.6,0.4946585191,0.2627988065,0.2627988065
25.7,0.4944356083,0.2617221486,0.2617221486
25.8,0.494215695,0.2606614767,0.2606614767
25.9,0.4939987388,0.2596165551,0.2596165551
26,0.4937847,0.2585871519,0.2585871519
26.1,0.4935735393,0.2575730383,0.2575730383
26.2,0.4933652181,0.2565739891,0.2565739891
26.3,0.4931596981,0.2555897822,0.2555897822
26.4,0.4929569418,0.254620199,0.254620199
26.5,0.4927569119,0.2536650239,0.2536650239
26.6,0.4925595717,0.2527240445,0.2527240445
26.7,0.4923648852,0.2517970515,0.2517970515
26.8,0.4921728165,0.2508838388,0.2508838388
26.9,0.4919833306,0.2499842031,0.2499842031
27,0.4917963927,0.2490979442,0.2490979442
27.1,0.4916119685,0.2482248649,0.2482248649
27.2,0.4914300243,0.2473647708,0.2473647708
27.3,0.4912505266,0.2465174704,0.2465174704
27.4,0.4910734426,0.2456827749,0.2456827749
27.5,0.4908987398,0.2448604984,0.2448604984
27.6,0.4907263862,0.2440504576,0.2440504576
27.7,0.4905563502,0.2432524721,0.2432524721
27.8,0.4903886007,0.2424663639,0.2424663639
27.9,0.4902231069,0.2416919577,0.2416919577
28,0.4900598384,0.2409290809,0.2409290809
28.1,0.4898987654,0.2401775632,0.2401775632
28.2,0.4897398583,0.239437237,0.239437237
28.3,0.4895830881,0.238707937,0.238707937
28.4,0.4894284259,0.2379895004,0.2379895004
28.5,0.4892758434,0.2372817668,0.2372817668
28.6,0.4891253126,0.2365845782,0.2365845782
28.7,0.488976806,0.2358977787,0.2358977787
28.8,0.4888302964,0.2352212151,0.2352212151
28.9,0.4886857569,0.2345547359,0.2345547359
29,0.4885431609,0.2338981923,0.2338981923
29.1,0.4884024825,0.2332514375,0.2332514375
29.2,0.4882636957,0.2326143267,0.2326143267
29.3,0.4881267752,0.2319867176,0.2319867176
29.4,0.4879916958,0.2313684696,0.2313684696
29.5,0.4878584328,0.2307594443,0.2307594443
29.6,0.4877269617,0.2301595055,0.2301595055
29.7,0.4875972586,0.2295685189,0.2295685189
29.8,0.4874692995,0.2289863519,0.2289863519
29.9,0.4873430611,0.2284128742,0.2284128742
30,0.4872185202,0.2278479574,0.2278479574
30.1,0.487095654,0.2272914747,0.2272914747
30.2,0.4869744399,0.2267433015,0.2267433015
30.3,0.4868548558,0.2262033147,0.2262033147
30.4,0.4867368797,0.2256713934,0.2256713934
30.5,0.48662049,0.225147418,0.225147418
30.6,0.4865056654,0.2246312711,0.2246312711
30.7,0.4863923849,0.2241228368,0.2241228368
30.8,0.4862806276,0.2236220009,0.2236220009
30.9,0.486170373,0.2231286509,0.2231286509
31,0.4860616011,0.2226426761,0.2226426761
31.1,0.4859542918,0.2221639671,0.2221639671
31.2,0.4858484255,0.2216924165,0.2216924165
31.3,0.4857439827,0.2212279181,0.2212279181
31.4,0.4856409444,0.2207703676,0.2207703676
31.5,0.4855392916,0.220319662,0.220319662
31.6,0.4854390057,0.2198756999,0.2198756999
31.7,0.4853400683,0.2194383814,0.2194383814
31.8,0.4852424614,0.219007608,0.219007608
31.9,0.4851461669,0.2185832828,0.2185832828
32,0.4850511673,0.2181653101,0.2181653101
32.1,0.4849574452,0.2177535959,0.2177535959
32.2,0.4848649833,0.2173480473,0.2173480473
32.3,0.4847737647,0.2169485729,0.2169485729
32.4,0.4846837727,0.2165550826,0.2165550826
32.5,0.4845949909,0.2161674877,0.2161674877
32.6,0.4845074029,0.2157857007,0.2157857007
32.7,0.4844209926,0.2154096356,0.2154096356
32.8,0.4843357443,0.2150392073,0.2150392073
32.9,0.4842516424,0.2146743323,0.2146743323
33,0.4841686713,0.2143149282,0.2143149282
33.1,0.484086816,0.2139609137,0.2139609137
33.2,0.4840060613,0.2136122089,0.2136122089
33.3,0.4839263925,0.2132687349,0.2132687349
33.4,0.483847795,0.2129304142,0.2129304142
33.5,0.4837702545,0.2125971701,0.2125971701
33.6,0.4836937565,0.2122689272,0.2122689272
33.7,0.4836182873,0.2119456114,0.2119456114
33.8,0.4835438329,0.2116271494,0.2116271494
33.9,0.4834703796,0.2113134692,0.2113134692
34,0.4833979141,0.2110044996,0.2110044996
34.1,0.483326423,0.2107001706,0.2107001706
34.2,0.4832558932,0.2104004134,0.2104004134
34.3,0.4831863118,0.2101051599,0.2101051599
34.4,0.4831176661,0.2098143433,0.2098143433
34.5,0.4830499434,0.2095278975,0.2095278975
34.6,0.4829831314,0.2092457575,0.2092457575
34.7,0.4829172179,0.2089678594,0.2089678594
34.8,0.4828521906,0.20869414,0.20869414
34.9,0.4827880378,0.2084245372,0.2084245372
35,0.4827247476,0.2081589897,0.2081589897
35.1,0.4826623084,0.2078974373,0.2078974373
35.2,0.4826007089,0.2076398204,0.2076398204
35.3,0.4825399377,0.2073860805,0.2073860805
35.4,0.4824799837,0.2071361599,0.2071361599
35.5,0.4824208358,0.2068900018,0.2068900018
35.6,0.4823624833,0.20664755,0.20664755
35.7,0.4823049155,0.2064087495,0.2064087495
35.8,0.4822481218,0.2061735458,0.2061735458
35.9,0.4821920918,0.2059418854,0.2059418854
36,0.4821368152,0.2057137156,0.2057137156
36.1,0.4820822819,0.2054889842,0.2054889842
36.2,0.4820284819,0.2052676401,0.2052676401
36.3,0.4819754053,0.2050496328,0.2050496328
36.4,0.4819230425,0.2048349125,0.2048349125
36.5,0.4818713838,0.2046234303,0.2046234303
36.6,0.4818204197,0.2044151379,0.2044151379
36.7,0.4817701409,0.2042099877,0.2042099877
36.8,0.4817205382,0.2040079329,0.2040079329
36.9,0.4816716025,0.2038089273,0.2038089273
37,0.4816233249,0.2036129254,0.2036129254
37.1,0.4815756964,0.2034198824,0.2034198824
37.2,0.4815287084,0.2032297542,0.2032297542
37.3,0.4814823522,0.2030424972,0.2030424972
37.4,0.4814366194,0.2028580687,0.2028580687
37.5,0.4813915015,0.2026764263,0.2026764263
37.6,0.4813469903,0.2024975286,0.2024975286
37.7,0.4813030777,0.2023213345,0.2023213345
37.8,0.4812597555,0.2021478036,0.2021478036
37.9,0.4812170159,0.2019768962,0.2019768962
38,0.481174851,0.201808573,0.201808573
38.1,0.4811332531,0.2016427956,0.2016427956
38.2,0.4810922145,0.2014795257,0.2014795257
38.3,0.4810517278,0.2013187261,0.2013187261
38.4,0.4810117855,0.2011603596,0.2011603596
38.5,0.4809723803,0.2010043901,0.2010043901
38.6,0.480933505,0.2008507815,0.2008507815
38.7,0.4808951524,0.2006994987,0.2006994987
38.8,0.4808573156,0.2005505069,0.2005505069
38.9,0.4808199875,0.2004037717,0.2004037717
39,0.4807831614,0.2002592595,0.2002592595
39.1,0.4807468305,0.2001169369,0.2001169369
39.2,0.4807109881,0.1999767712,0.1999767712
39.3,0.4806756277,0.1998387301,0.1998387301
39.4,0.4806407427,0.1997027819,0.1997027819
39.5,0.4806063269,0.1995688951,0.1995688951
39.6,0.4805723738,0.1994370389,0.1994370389
39.7,0.4805388773,0.199307183,0.199307183
39.8,0.4805058313,0.1991792973,0.1991792973
39.9,0.4804732295,0.1990533524,0.1990533524
40,0.4804410662,0.1989293191,0.1989293191
40.1,0.4804093354,0.1988071688,0.1988071688
40.2,0.4803780313,0.1986868733,0.1986868733
40.3,0.4803471481,0.1985684048,0.1985684048
40.4,0.4803166801,0.1984517359,0.1984517359
40.5,0.4802866219,0.1983368396,0.1983368396
40.6,0.4802569679,0.1982236894,0.1982236894
40.7,0.4802277126,0.198112259,0.198112259
40.8,0.4801988507,0.1980025227,0.1980025227
40.9,0.4801703769,0.197894455,0.197894455
41,0.480142286,0.1977880309,0.1977880309
41.1,0.4801145728,0.1976832257,0.1976832257
41.2,0.4800872323,0.1975800152,0.1975800152
41.3,0.4800602595,0.1974783753,0.1974783753
41.4,0.4800336493,0.1973782826,0.1973782826
41.5,0.4800073969,0.1972797137,0.1972797137
41.6,0.4799814976,0.1971826458,0.1971826458
41.7,0.4799559465,0.1970870563,0.1970870563
41.8,0.479930739,0.196992923,0.196992923
41.9,0.4799058705,0.1969002241,0.1969002241
42,0.4798813364,0.1968089379,0.1968089379
42.1,0.4798571321,0.1967190433,0.1967190433
42.2,0.4798332534,0.1966305193,0.1966305193
42.3,0.4798096957,0.1965433453,0.1965433453
42.4,0.4797864549,0.1964575011,0.1964575011
42.5,0.4797635265,0.1963729665,0.1963729665
42.6,0.4797409064,0.1962897219,0.1962897219
42.7,0.4797185906,0.1962077479,0.1962077479
42.8,0.4796965747,0.1961270253,0.1961270253
42.9,0.479674855,0.1960475354,0.1960475354
43,0.4796534273,0.1959692595,0.1959692595
43.1,0.4796322877,0.1958921795,0.1958921795
43.2,0.4796114324,0.1958162772,0.1958162772
43.3,0.4795908576,0.1957415349,0.1957415349
43.4,0.4795705594,0.1956679352,0.1956679352
43.5,0.4795505341,0.1955954608,0.1955954608
43.6,0.4795307781,0.1955240948,0.1955240948
43.7,0.4795112878,0.1954538205,0.1954538205
43.8,0.4794920596,0.1953846214,0.1953846214
43.9,0.4794730899,0.1953164813,0.1953164813
44,0.4794543753,0.1952493843,0.1952493843
44.1,0.4794359123,0.1951833145,0.1951833145
44.2,0.4794176977,0.1951182566,0.1951182566
44.3,0.4793997279,0.1950541951,0.1950541951
44.4,0.4793819998,0.1949911152,0.1949911152
44.5,0.4793645101,0.1949290019,0.1949290019
44.6,0.4793472556,0.1948678408,0.1948678408
44.7,0.479330233,0.1948076173,0.1948076173
44.8,0.4793134394,0.1947483174,0.1947483174
44.9,0.4792968716,0.1946899271,0.1946899271
45,0.4792805266,0.1946324326,0.1946324326
45.1,0.4792644014,0.1945758204,0.1945758204
45.2,0.479248493,0.1945200772,0.1945200772
45.3,0.4792327985,0.1944651899,0.1944651899
45.4,0.479217315,0.1944111454,0.1944111454
45.5,0.4792020398,0.1943579312,0.1943579312
45.6,0.47918697,0.1943055345,0.1943055345
45.7,0.4791721028,0.194253943,0.194253943
45.8,0.4791574355,0.1942031446,0.1942031446
45.9,0.4791429655,0.1941531272,0.1941531272
46,0.47912869,0.1941038791,0.1941038791
46.1,0.4791146065,0.1940553885,0.1940553885
46.2,0.4791007124,0.1940076441,0.1940076441
46.3,0.4790870051,0.1939606344,0.1939606344
46.4,0.4790734821,0.1939143484,0.1939143484
46.5,0.479060141,0.1938687751,0.1938687751
46.6,0.4790469792,0.1938239038,0.1938239038
46.7,0.4790339945,0.1937797237,0.1937797237
46.8,0.4790211843,0.1937362244,0.1937362244
46.9,0.4790085464,0.1936933956,0.1936933956
47,0.4789960785,0.193651227,0.193651227
47.1,0.4789837782,0.1936097088,0.1936097088
47.2,0.4789716433,0.193568831,0.193568831
47.3,0.4789596716,0.1935285838,0.1935285838
47.4,0.4789478608,0.1934889578,0.1934889578
47.5,0.4789362089,0.1934499435,0.1934499435
47.6,0.4789247136,0.1934115317,0.1934115317
47.7,0.478913373,0.193373713,0.193373713
47.8,0.4789021848,0.1933364787,0.1933364787
47.9,0.4788911471,0.1932998197,0.1932998197
48,0.4788802578,0.1932637273,0.1932637273
48.1,0.4788695149,0.193228193,0.193228193
48.2,0.4788589165,0.1931932082,0.1931932082
48.3,0.4788484606,0.1931587645,0.1931587645
48.4,0.4788381453,0.1931248539,0.1931248539
48.5,0.4788279687,0.193091468,0.193091468
48.6,0.4788179289,0.1930585991,0.1930585991
48.7,0.4788080241,0.1930262391,0.1930262391
48.8,0.4787982526,0.1929943804,0.1929943804
48.9,0.4787886124,0.1929630153,0.1929630153
49,0.4787791019,0.1929321362,0.1929321362
49.1,0.4787697192,0.1929017359,0.1929017359
49.2,0.4787604627,0.192871807,0.192871807
49.3,0.4787513307,0.1928423423,0.1928423423
49.4,0.4787423215,0.1928133348,0.1928133348
49.5,0.4787334334,0.1927847774,0.1927847774
49.6,0.4787246649,0.1927566633,0.1927566633
49.7,0.4787160142,0.1927289858,0.1927289858
49.8,0.4787074799,0.1927017382,0.1927017382
49.9,0.4786990603,0.1926749139,0.1926749139
50,0.478690754,0.1926485065,0.1926485065
50.1,0.4786825593,0.1926225097,0.1926225097
50.2,0.4786744749,0.192596917,0.192596917
50.3,0.4786664991,0.1925717225,0.1925717225
50.4,0.4786586306,0.1925469199,0.1925469199
50.5,0.4786508679,0.1925225033,0.1925225033
50.6,0.4786432096,0.1924984669,0.1924984669
50.7,0.4786356543,0.1924748047,0.1924748047
50.8,0.4786282005,0.1924515112,0.1924515112
50.9,0.478620847,0.1924285805,0.1924285805
51,0.4786135924,0.1924060073,0.1924060073
51.1,0.4786064353,0.192383786,0.192383786
51.2,0.4785993745,0.1923619112,0.1923619112
51.3,0.4785924086,0.1923403777,0.1923403777
51.4,0.4785855364,0.1923191801,0.1923191801
51.5,0.4785787566,0.1922983135,0.1922983135
51.6,0.4785720679,0.1922777726,0.1922777726
51.7,0.4785654692,0.1922575526,0.1922575526
51.8,0.4785589593,0.1922376484,0.1922376484
51.9,0.4785525368,0.1922180553,0.1922180553
52,0.4785462007,0.1921987685,0.1921987685
52.1,0.4785399499,0.1921797833,0.1921797833
52.2,0.4785337831,0.1921610951,0.1921610951
52.3,0.4785276992,0.1921426992,0.1921426992
52.4,0.4785216971,0.1921245913,0.1921245913
52.5,0.4785157757,0.1921067669,0.1921067669
52.6,0.478509934,0.1920892217,0.1920892217
52.7,0.4785041708,0.1920719513,0.1920719513
52.8,0.4784984851,0.1920549516,0.1920549516
52.9,0.4784928758,0.1920382183,0.1920382183
53,0.478487342,0.1920217475,0.1920217475
53.1,0.4784818826,0.192005535,0.192005535
53.2,0.4784764966,0.1919895769,0.1919895769
53.3,0.478471183,0.1919738693,0.1919738693
53.4,0.4784659409,0.1919584083,0.1919584083
53.5,0.4784607693,0.1919431901,0.1919431901
53.6,0.4784556672,0.1919282111,0.1919282111
53.7,0.4784506337,0.1919134674,0.1919134674
53.8,0.4784456679,0.1918989556,0.1918989556
53.9,0.4784407689,0.191884672,0.191884672
54,0.4784359357,0.1918706131,0.1918706131
54.1,0.4784311675,0.1918567754,0.1918567754
54.2,0.4784264635,0.1918431556,0.1918431556
54.3,0.4784218227,0.1918297502,0.1918297502
54.4,0.4784172443,0.191816556,0.191816556
54.5,0.4784127275,0.1918035698,0.1918035698
54.6,0.4784082714,0.1917907882,0.1917907882
54.7,0.4784038753,0.1917782082,0.1917782082
54.8,0.4783995382,0.1917658266,0.1917658266
54.9,0.4783952595,0.1917536405,0.1917536405
55,0.4783910383,0.1917416466,0.1917416466
55.1,0.4783868739,0.1917298422,0.1917298422
55.2,0.4783827654,0.1917182242,0.1917182242
55.3,0.4783787122,0.1917067898,0.1917067898
55.4,0.4783747136,0.1916955361,0.1916955361
55.5,0.4783707686,0.1916844604,0.1916844604
55.6,0.4783668768,0.1916735599,0.1916735599
55.7,0.4783630372,0.1916628319,0.1916628319
55.8,0.4783592493,0.1916522737,0.1916522737
55.9,0.4783555124,0.1916418826,0.1916418826
56,0.4783518256,0.1916316562,0.1916316562
56.1,0.4783481885,0.1916215918,0.1916215918
56.2,0.4783446003,0.191611687,0.191611687
56.3,0.4783410603,0.1916019392,0.1916019392
56.4,0.4783375679,0.1915923461,0.1915923461
56.5,0.4783341225,0.1915829052,0.1915829052
56.6,0.4783307234,0.1915736141,0.1915736141
56.7,0.47832737,0.1915644706,0.1915644706
56.8,0.4783240617,0.1915554724,0.1915554724
56.9,0.4783207979,0.1915466172,0.1915466172
57,0.4783175779,0.1915379028,0.1915379028
57.1,0.4783144013,0.1915293269,0.1915293269
57.2,0.4783112674,0.1915208875,0.1915208875
57.3,0.4783081756,0.1915125825,0.1915125825
57.4,0.4783051254,0.1915044097,0.1915044097
