t,D_L1,D_KL,D_e
7.9,0.6593249569,1.331364098,1.331364098
8,0.6565548886,1.31430227,1.31430227
8.1,0.653822069,1.297491777,1.297491777
8.2,0.6511259972,1.280928891,1.280928891
8.3,0.6484661791,1.264609942,1.264609942
8.4,0.6458421272,1.248531313,1.248531313
8.5,0.6432533606,1.232689444,1.232689444
8.6,0.6406994047,1.217080828,1.217080828
8.7,0.6381797914,1.201702011,1.201702011
8.8,0.635694059,1.186549591,1.186549591
8.9,0.6332417519,1.171620217,1.171620217
9,0.6308224207,1.15691059,1.15691059
9.1,0.6284356218,1.142417459,1.142417459
9.2,0.6260809178,1.128137622,1.128137622
9.3,0.6237578772,1.114067927,1.114067927
9.4,0.6214660741,1.100205267,1.100205267
9.5,0.6192050886,1.086546583,1.086546583
9.6,0.6169745063,1.073088862,1.073088862
9.7,0.6147739182,1.059829135,1.059829135
9.8,0.6126029212,1.046764479,1.046764479
9.9,0.6104611172,1.033892015,1.033892015
10,0.6083481137,1.021208904,1.021208904
10.1,0.6062635235,1.008712354,1.008712354
10.2,0.6042069644,0.9963996117,0.9963996117
10.3,0.6021780596,0.9842679655,0.9842679655
10.4,0.6001764372,0.9723147448,0.9723147448
10.5,0.5982017303,0.9605373188,0.9605373188
10.6,0.596253577,0.9489330959,0.9489330959
10.7,0.5943316202,0.9374995229,0.9374995229
10.8,0.5924355077,0.9262340852,0.9262340852
10.9,0.5905648919,0.9151343052,0.9151343052
11,0.5887194301,0.9041977425,0.9041977425
11.1,0.5868987838,0.8934219929,0.8934219929
11.2,0.5851026196,0.8828046881,0.8828046881
11.3,0.5833306081,0.872343495,0.872343495
11.4,0.5815824245,0.8620361151,0.8620361151
11.5,0.5798577486,0.8518802842,0.8518802842
11.6,0.5781562641,0.8418737717,0.8418737717
11.7,0.5764776592,0.8320143802,0.8320143802
11.8,0.5748216262,0.8222999448,0.8222999448
11.9,0.5731878617,0.8127283328,0.8127283328
12,0.5715760662,0.8032974432,0.8032974432
12.1,0.5699859442,0.7940052061,0.7940052061
12.2,0.5684172044,0.7848495823,0.7848495823
12.3,0.5668695592,0.7758285629,0.7758285629
12.4,0.5653427249,0.7669401687,0.7669401687
12.5,0.5638364218,0.7581824497,0.7581824497
12.6,0.5623503737,0.7495534851,0.7495534851
12.7,0.5608843083,0.7410513822,0.7410513822
12.8,0.5594379568,0.7326742765,0.7326742765
12.9,0.5580110542,0.7244203309,0.7244203309
13,0.556603339,0.7162877358,0.7162877358
13.1,0.5552145531,0.7082747081,0.7082747081
13.2,0.553844442,0.7003794911,0.7003794911
13.3,0.5524927545,0.692600354,0.692600354
13.4,0.551159243,0.6849355917,0.6849355917
13.5,0.5498436631,0.6773835242,0.6773835242
13.6,0.5485457735,0.6699424964,0.6699424964
13.7,0.5472653365,0.6626108776,0.6626108776
13.8,0.5460021173,0.655387061,0.655387061
13.9,0.5447558845,0.6482694637,0.6482694637
14,0.5435264095,0.6412565261,0.6412565261
14.1,0.5423134672,0.6343467116,0.6343467116
14.2,0.5411168351,0.6275385062,0.6275385062
14.3,0.5399362939,0.6208304183,0.6208304183
14.4,0.5387716272,0.6142209782,0.6142209782
14.5,0.5376226217,0.607708738,0.607708738
14.6,0.5364890667,0.6012922709,0.6012922709
14.7,0.5353707544,0.5949701714,0.5949701714
14.8,0.5342674799,0.5887410544,0.5887410544
14.9,0.533179041,0.5826035555,0.5826035555
15,0.5321052382,0.57655633,0.57655633
15.1,0.5310458746,0.5705980534,0.5705980534
15.2,0.5300007561,0.5647274204,0.5647274204
15.3,0.5289696912,0.558943145,0.558943145
15.4,0.5279524909,0.5532439602,0.5532439602
15.5,0.5269489687,0.5476286175,0.5476286175
15.6,0.5259589407,0.5420958868,0.5420958868
15.7,0.5249822254,0.5366445561,0.5366445561
15.8,0.524018644,0.5312734312,0.5312734312
15.9,0.5230680196,0.5259813356,0.5259813356
16,0.5221301782,0.5207671097,0.5207671097
16.1,0.5212049478,0.5156296114,0.5156296114
16.2,0.5202921588,0.5105677151,0.5105677151
16.3,0.5193916439,0.5055803119,0.5055803119
16.4,0.5185032382,0.5006663089,0.5006663089
16.5,0.5176267787,0.4958246295,0.4958246295
16.6,0.5167621048,0.4910542129,0.4910542129
16.7,0.515909058,0.4863540139,0.4863540139
16.8,0.5150674821,0.4817230024,0.4817230024
16.9,0.5142372227,0.4771601637,0.4771601637
17,0.5134181277,0.4726644978,0.4726644978
17.1,0.5126100469,0.4682350195,0.4682350195
17.2,0.5118128323,0.4638707579,0.4638707579
17.3,0.5110263377,0.4595707567,0.4595707567
17.4,0.5102504189,0.4553340731,0.4553340731
17.5,0.5094849339,0.4511597786,0.4511597786
17.6,0.5087297422,0.447046958,0.447046958
17.7,0.5079847054,0.4429947097,0.4429947097
17.8,0.5072496871,0.4390021453,0.4390021453
17.9,0.5065245524,0.4350683893,0.4350683893
18,0.5058091685,0.4311925793,0.4311925793
18.1,0.5051034043,0.4273738652,0.4273738652
18.2,0.5044071304,0.4236114096,0.4236114096
18.3,0.5037202191,0.4199043873,0.4199043873
18.4,0.5030425447,0.4162519853,0.4162519853
18.5,0.5023739828,0.4126534022,0.4126534022
18.6,0.501714411,0.4091078488,0.4091078488
18.7,0.5010637084,0.4056145471,0.4056145471
18.8,0.5004217557,0.4021727307,0.4021727307
18.9,0.4997884352,0.3987816442,0.3987816442
19,0.4991636309,0.3954405436,0.3954405436
19.1,0.4985472282,0.3921486956,0.3921486956
19.2,0.4979391142,0.3889053775,0.3889053775
19.3,0.4973391774,0.3857098775,0.3857098775
19.4,0.4967473079,0.3825614941,0.3825614941
19.5,0.4961633972,0.3794595359,0.3794595359
19.6,0.4955873382,0.3764033219,0.3764033219
19.7,0.4950190254,0.3733921809,0.3733921809
19.8,0.4944583546,0.3704254516,0.3704254516
19.9,0.4939052231,0.3675024823,0.3675024823
20,0.4933595295,0.364622631,0.364622631
20.1,0.4928211737,0.361785265,0.361785265
20.2,0.4922900571,0.3589897607,0.3589897607
20.3,0.4917660824,0.356235504,0.356235504
20.4,0.4912491534,0.3535218894,0.3535218894
20.5,0.4907391756,0.3508483207,0.3508483207
20.6,0.4902360553,0.3482142099,0.3482142099
20.7,0.4897397004,0.3456189781,0.3456189781
20.8,0.4892500199,0.3430620546,0.3430620546
20.9,0.4887669241,0.3405428771,0.3405428771
21,0.4882903244,0.3380608915,0.3380608915
21.1,0.4878201335,0.3356155519,0.3356155519
21.2,0.4873562651,0.3332063204,0.3332063204
21.3,0.4868986344,0.3308326669,0.3308326669
21.4,0.4864471573,0.328494069,0.328494069
21.5,0.4860017511,0.3261900121,0.3261900121
21.6,0.4855623343,0.3239199891,0.3239199891
21.7,0.4851288263,0.3216835002,0.3216835002
21.8,0.4847011475,0.319480053,0.319480053
21.9,0.4842792197,0.3173091623,0.3173091623
22,0.4838629655,0.31517035,0.31517035
22.1,0.4834523086,0.313063145,0.313063145
22.2,0.4830471738,0.3109870832,0.3109870832
22.3,0.4826474867,0.3089417071,0.3089417071
22.4,0.4822531742,0.3069265659,0.3069265659
22.5,0.4818641639,0.3049412156,0.3049412156
22.6,0.4814803846,0.3029852186,0.3029852186
22.7,0.4811017659,0.3010581435,0.3010581435
22.8,0.4807282385,0.2991595656,0.2991595656
22.9,0.4803597338,0.2972890661,0.2972890661
23,0.4799961843,0.2954462325,0.2954462325
23.1,0.4796375234,0.2936306582,0.2936306582
23.2,0.4792836854,0.2918419427,0.2918419427
23.3,0.4789346054,0.2900796913,0.2900796913
23.4,0.4785902195,0.2883435149,0.2883435149
23.5,0.4782504644,0.2866330305,0.2866330305
23.6,0.477915278,0.2849478603,0.2849478603
23.7,0.4775845988,0.2832876323,0.2832876323
23.8,0.4772583661,0.2816519797,0.2816519797
23.9,0.4769365203,0.2800405414,0.2800405414
24,0.4766190023,0.2784529612,0.2784529612
24.1,0.4763057539,0.2768888885,0.2768888885
24.2,0.4759967177,0.2753479775,0.2753479775
24.3,0.4756918371,0.2738298876,0.2738298876
24.4,0.4753910561,0.2723342833,0.2723342833
24.5,0.4750943197,0.2708608338,0.2708608338
24.6,0.4748015735,0.2694092132,0.2694092132
24.7,0.4745127638,0.2679791005,0.2679791005
24.8,0.4742278377,0.2665701794,0.2665701794
24.9,0.4739467429,0.2651821379,0.2651821379
25,0.473669428,0.263814669,0.263814669
25.1,0.4733958421,0.26246747,0.26246747
25.2,0.4731259351,0.2611402425,0.2611402425
25.3,0.4728596574,0.2598326927,0.2598326927
25.4,0.4725969604,0.258544531,0.258544531
25.5,0.4723377958,0.257275472,0.257275472
25.6,0.4720821161,0.2560252346,0.2560252346
25.7,0.4718298745,0.2547935417,0.2547935417
25.8,0.4715810248,0.2535801203,0.2535801203
25.9,0.4713355214,0.2523847014,0.2523847014
26,0.4710933192,0.2512070199,0.2512070199
26.1,0.4708543738,0.2500468147,0.2500468147
26.2,0.4706186415,0.2489038284,0.2489038284
26.3,0.4703860791,0.2477778073,0.2477778073
26.4,0.4701566439,0.2466685018,0.2466685018
26.5,0.4699302938,0.2455756654,0.2455756654
26.6,0.4697069875,0.2444990557,0.2444990557
26.7,0.4694866839,0.2434384336,0.2434384336
26.8,0.4692693428,0.2423935634,0.2423935634
26.9,0.4690549241,0.2413642132,0.2413642132
27,0.4688433888,0.2403501542,0.2403501542
27.1,0.4686346979,0.2393511611,0.2393511611
27.2,0.4684288132,0.2383670118,0.2383670118
27.3,0.4682256971,0.2373974875,0.2373974875
27.4,0.4680253122,0.2364423727,0.2364423727
27.5,0.4678276219,0.2355014549,0.2355014549
27.6,0.4676325899,0.2345745248,0.2345745248
27.7,0.4674401804,0.2336613761,0.2336613761
27.8,0.4672503583,0.2327618058,0.2327618058
27.9,0.4670630887,0.2318756133,0.2318756133
28,0.4668783372,0.2310026016,0.2310026016
28.1,0.4666960701,0.2301425762,0.2301425762
28.2,0.4665162539,0.2292953454,0.2292953454
28.3,0.4663388556,0.2284607206,0.2284607206
28.4,0.4661638428,0.2276385157,0.2276385157
28.5,0.4659911834,0.2268285475,0.2268285475
28.6,0.4658208457,0.2260306354,0.2260306354
28.7,0.4656527985,0.2252446015,0.2252446015
28.8,0.465487011,0.2244702704,0.2244702704
28.9,0.4653234529,0.2237074695,0.2237074695
29,0.465162094,0.2229560284,0.2229560284
29.1,0.465002905,0.2222157796,0.2222157796
29.2,0.4648458565,0.2214865576,0.2214865576
29.3,0.4646909198,0.2207681997,0.2207681997
29.4,0.4645380666,0.2200605455,0.2200605455
29.5,0.4643872687,0.2193634368,0.2193634368
29.6,0.4642384986,0.2186767179,0.2186767179
29.7,0.464091729,0.2180002353,0.2180002353
29.8,0.463946933,0.2173338377,0.2173338377
29.9,0.463804084,0.2166773762,0.2166773762
30,0.4636631559,0.2160307039,0.2160307039
30.1,0.4635241229,0.2153936761,0.2153936761
30.2,0.4633869594,0.2147661503,0.2147661503
30.3,0.4632516403,0.2141479861,0.2141479861
30.4,0.4631181408,0.213539045,0.213539045
30.5,0.4629864365,0.2129391906,0.2129391906
30.6,0.4628565032,0.2123482887,0.2123482887
30.7,0.462728317,0.2117662068,0.2117662068
30.8,0.4626018546,0.2111928145,0.2111928145
30.9,0.4624770927,0.2106279833,0.2106279833
31,0.4623540085,0.2100715865,0.2100715865
31.1,0.4622325793,0.2095234993,0.2095234993
31.2,0.462112783,0.2089835988,0.2089835988
31.3,0.4619945976,0.2084517638,0.2084517638
31.4,0.4618780014,0.207927875,0.207927875
31.5,0.461762973,0.2074118148,0.2074118148
31.6,0.4616494914,0.2069034673,0.2069034673
31.7,0.4615375358,0.2064027183,0.2064027183
31.8,0.4614270856,0.2059094553,0.2059094553
31.9,0.4613181207,0.2054235675,0.2054235675
32,0.461210621,0.2049449456,0.2049449456
32.1,0.4611045668,0.2044734821,0.2044734821
32.2,0.4609999387,0.2040090709,0.2040090709
32.3,0.4608967175,0.2035516075,0.2035516075
32.4,0.4607948843,0.203100989,0.203100989
32.5,0.4606944205,0.202657114,0.202657114
32.6,0.4605953075,0.2022198825,0.2022198825
32.7,0.4604975274,0.2017891961,0.2017891961
32.8,0.4604010621,0.2013649578,0.2013649578
32.9,0.4603058939,0.200947072,0.200947072
33,0.4602120054,0.2005354445,0.2005354445
33.1,0.4601193795,0.2001299825,0.2001299825
33.2,0.460027999,0.1997305946,0.1997305946
33.3,0.4599378474,0.1993371907,0.1993371907
33.4,0.459848908,0.198949682,0.198949682
33.5,0.4597611645,0.1985679812,0.1985679812
33.6,0.459674601,0.1981920019,0.1981920019
33.7,0.4595892014,0.1978216594,0.1978216594
33.8,0.4595049502,0.1974568699,0.1974568699
33.9,0.4594218319,0.1970975511,0.1970975511
34,0.4593398313,0.1967436218,0.1967436218
34.1,0.4592589333,0.1963950019,0.1963950019
34.2,0.4591791232,0.1960516126,0.1960516126
34.3,0.4591003862,0.1957133763,0.1957133763
34.4,0.4590227081,0.1953802164,0.1953802164
34.5,0.4589460744,0.1950520576,0.1950520576
34.6,0.4588704712,0.1947288255,0.1947288255
34.7,0.4587958847,0.1944104469,0.1944104469
34.8,0.4587223011,0.1940968498,0.1940968498
34.9,0.458649707,0.1937879631,0.1937879631
35,0.458578089,0.1934837168,0.1934837168
35.1,0.4585074341,0.1931840418,0.1931840418
35.2,0.4584377292,0.1928888704,0.1928888704
35.3,0.4583689617,0.1925981354,0.1925981354
35.4,0.4583011189,0.1923117709,0.1923117709
35.5,0.4582341883,0.192029712,0.192029712
35.6,0.4581681578,0.1917518946,0.1917518946
35.7,0.4581030151,0.1914782557,0.1914782557
35.8,0.4580387484,0.1912087329,0.1912087329
35.9,0.4579753459,0.1909432652,0.1909432652
36,0.457912796,0.1906817921,0.1906817921
36.1,0.4578510872,0.1904242543,0.1904242543
36.2,0.4577902081,0.190170593,0.190170593
36.3,0.4577301477,0.1899207507,0.1899207507
36.4,0.4576708949,0.1896746705,0.1896746705
36.5,0.4576124389,0.1894322963,0.1894322963
36.6,0.4575547689,0.189193573,0.189193573
36.7,0.4574978744,0.1889584461,0.1889584461
36.8,0.457441745,0.1887268622,0.1887268622
36.9,0.4573863703,0.1884987684,0.1884987684
37,0.4573317402,0.1882741126,0.1882741126
37.1,0.4572778447,0.1880528438,0.1880528438
37.2,0.457224674,0.1878349114,0.1878349114
37.3,0.4571722182,0.1876202656,0.1876202656
37.4,0.4571204678,0.1874088575,0.1874088575
37.5,0.4570694133,0.1872006387,0.1872006387
37.6,0.4570190453,0.1869955618,0.1869955618
37.7,0.4569693546,0.1867935799,0.1867935799
37.8,0.4569203321,0.1865946467,0.1865946467
37.9,0.4568719688,0.1863987169,0.1863987169
38,0.4568242558,0.1862057456,0.1862057456
38.1,0.4567771844,0.1860156886,0.1860156886
38.2,0.4567307459,0.1858285024,0.1858285024
38.3,0.456684932,0.1856441443,0.1856441443
38.4,0.456639734,0.1854625719,0.1854625719
38.5,0.4565951439,0.1852837437,0.1852837437
38.6,0.4565511533,0.1851076187,0.1851076187
38.7,0.4565077543,0.1849341565,0.1849341565
38.8,0.4564649388,0.1847633174,0.1847633174
38.9,0.4564226991,0.1845950621,0.1845950621
39,0.4563810274,0.1844293521,0.1844293521
39.1,0.456339916,0.1842661493,0.1842661493
39.2,0.4562993574,0.1841054162,0.1841054162
39.3,0.4562593442,0.1839471159,0.1839471159
39.4,0.4562198691,0.1837912121,0.1837912121
39.5,0.4561809248,0.1836376689,0.1836376689
39.6,0.4561425042,0.183486451,0.183486451
39.7,0.4561046002,0.1833375236,0.1833375236
39.8,0.4560672059,0.1831908524,0.1831908524
39.9,0.4560303144,0.1830464037,0.1830464037
40,0.455993919,0.1829041443,0.1829041443
40.1,0.4559580131,0.1827640414,0.1827640414
40.2,0.4559225899,0.1826260626,0.1826260626
40.3,0.4558876431,0.1824901762,0.1824901762
40.4,0.4558531661,0.1823563509,0.1823563509
40.5,0.4558191528,0.1822245558,0.1822245558
40.6,0.4557855969,0.1820947604,0.1820947604
40.7,0.4557524922,0.1819669349,0.1819669349
40.8,0.4557198326,0.1818410497,0.1818410497
40.9,0.4556876122,0.1817170757,0.1817170757
41,0.4556558251,0.1815949843,0.1815949843
41.1,0.4556244654,0.1814747473,0.1814747473
41.2,0.4555935274,0.1813563369,0.1813563369
41.3,0.4555630054,0.1812397256,0.1812397256
41.4,0.4555328939,0.1811248866,0.1811248866
41.5,0.4555031872,0.1810117931,0.1810117931
41.6,0.45547388,0.1809004191,0.1809004191
41.7,0.4554449669,0.1807907387,0.1807907387
41.8,0.4554164426,0.1806827266,0.1806827266
41.9,0.4553883019,0.1805763576,0.1805763576
42,0.4553605395,0.1804716071,0.1804716071
42.1,0.4553331505,0.1803684508,0.1803684508
42.2,0.4553061297,0.1802668648,0.1802668648
42.3,0.4552794723,0.1801668256,0.1801668256
42.4,0.4552531734,0.1800683097,0.1800683097
42.5,0.4552272281,0.1799712945,0.1799712945
42.6,0.4552016317,0.1798757572,0.1798757572
42.7,0.4551763795,0.1797816758,0.1797816758
42.8,0.4551514668,0.1796890283,0.1796890283
42.9,0.4551268892,0.1795977932,0.1795977932
43,0.455102642,0.1795079492,0.1795079492
43.1,0.4550787209,0.1794194754,0.1794194754
43.2,0.4550551214,0.1793323513,0.1793323513
43.3,0.4550318393,0.1792465564,0.1792465564
43.4,0.4550088702,0.1791620709,0.1791620709
43.5,0.45498621,0.1790788749,0.1790788749
43.6,0.4549638546,0.1789969492,0.1789969492
43.7,0.4549417997,0.1789162745,0.1789162745
43.8,0.4549200414,0.178836832,0.178836832
43.9,0.4548985757,0.1787586033,0.1787586033
44,0.4548773986,0.1786815699,0.1786815699
44.1,0.4548565063,0.1786057139,0.1786057139
44.2,0.4548358949,0.1785310176,0.1785310176
44.3,0.4548155607,0.1784574635,0.1784574635
44.4,0.4547954999,0.1783850343,0.1783850343
44.5,0.4547757089,0.1783137131,0.1783137131
44.6,0.4547561839,0.1782434833,0.1782434833
44.7,0.4547369216,0.1781743283,0.1781743283
44.8,0.4547179183,0.1781062319,0.1781062319
44.9,0.4546991704,0.1780391782,0.1780391782
45,0.4546806747,0.1779731514,0.1779731514
45.1,0.4546624277,0.177908136,0.177908136
45.2,0.4546444261,0.1778441169,0.1778441169
45.3,0.4546266665,0.1777810788,0.1777810788
45.4,0.4546091458,0.1777190071,0.1777190071
45.5,0.4545918606,0.1776578871,0.1776578871
45.6,0.4545748079,0.1775977045,0.1775977045
45.7,0.4545579845,0.177538445,0.177538445
45.8,0.4545413873,0.1774800948,0.1774800948
45.9,0.4545250133,0.1774226401,0.1774226401
46,0.4545088594,0.1773660674,0.1773660674
46.1,0.4544929228,0.1773103633,0.1773103633
46.2,0.4544772005,0.1772555147,0.1772555147
46.3,0.4544616896,0.1772015087,0.1772015087
46.4,0.4544463872,0.1771483325,0.1771483325
46.5,0.4544312906,0.1770959736,0.1770959736
46.6,0.4544163971,0.1770444195,0.1770444195
46.7,0.4544017038,0.1769936582,0.1769936582
46.8,0.4543872081,0.1769436776,0.1769436776
46.9,0.4543729073,0.1768944659,0.1768944659
47,0.4543587988,0.1768460114,0.1768460114
47.1,0.45434488,0.1767983027,0.1767983027
47.2,0.4543311484,0.1767513285,0.1767513285
47.3,0.4543176014,0.1767050777,0.1767050777
47.4,0.4543042366,0.1766595392,0.1766595392
47.5,0.4542910515,0.1766147024,0.1766147024
47.6,0.4542780437,0.1765705565,0.1765705565
47.7,0.4542652108,0.1765270911,0.1765270911
47.8,0.4542525505,0.1764842959,0.1764842959
47.9,0.4542400604,0.1764421606,0.1764421606
48,0.4542277383,0.1764006754,0.1764006754
48.1,0.4542155819,0.1763598302,0.1763598302
48.2,0.4542035889,0.1763196155,0.1763196155
48.3,0.4541917572,0.1762800216,0.1762800216
48.4,0.4541800846,0.1762410391,0.1762410391
48.5,0.4541685689,0.1762026587,0.1762026587
48.6,0.4541572082,0.1761648713,0.1761648713
48.7,0.4541460001,0.1761276679,0.1761276679
48.8,0.4541349428,0.1760910395,0.1760910395
48.9,0.4541240342,0.1760549775,0.1760549775
49,0.4541132722,0.1760194732,0.1760194732
49.1,0.454102655,0.1759845182,0.1759845182
49.2,0.4540921806,0.1759501041,0.1759501041
49.3,0.4540818469,0.1759162227,0.1759162227
49.4,0.4540716523,0.1758828658,0.1758828658
49.5,0.4540615947,0.1758500256,0.1758500256
49.6,0.4540516724,0.175817694,0.175817694
49.7,0.4540418835,0.1757858634,0.1757858634
49.8,0.4540322262,0.1757545262,0.1757545262
49.9,0.4540226988,0.1757236748,0.1757236748
50,0.4540132995,0.1756933019,0.1756933019
50.1,0.4540040266,0.1756634001,0.1756634001
50.2,0.4539948784,0.1756339622,0.1756339622
50.3,0.4539858532,0.1756049813,0.1756049813
50.4,0.4539769493,0.1755764503,0.1755764503
50.5,0.4539681652,0.1755483623,0.1755483623
50.6,0.4539594992,0.1755207106,0.1755207106
50.7,0.4539509497,0.1754934886,0.1754934886
50.8,0.4539425152,0.1754666897,0.1754666897
50.9,0.4539341941,0.1754403074,0.1754403074
51,0.453925985,0.1754143354,0.1754143354
51.1,0.4539178861,0.1753887674,0.1753887674
51.2,0.4539098962,0.1753635972,0.1753635972
51.3,0.4539020138,0.1753388188,0.1753388188
51.4,0.4538942373,0.1753144262,0.1753144262
51.5,0.4538865654,0.1752904134,0.1752904134
51.6,0.4538789967,0.1752667747,0.1752667747
51.7,0.4538715297,0.1752435044,0.1752435044
51.8,0.4538641631,0.1752205968,0.1752205968
51.9,0.4538568956,0.1751980463,0.1751980463
52,0.4538497259,0.1751758476,0.1751758476
52.1,0.4538426525,0.1751539951,0.1751539951
52.2,0.4538356743,0.1751324837,0.1751324837
52.3,0.4538287898,0.1751113081,0.1751113081
52.4,0.453821998,0.1750904631,0.1750904631
52.5,0.4538152975,0.1750699437,0.1750699437
52.6,0.4538086871,0.1750497449,0.1750497449
52.7,0.4538021656,0.1750298618,0.1750298618
52.8,0.4537957317,0.1750102896,0.1750102896
52.9,0.4537893844,0.1749910234,0.1749910234
53,0.4537831225,0.1749720587,0.1749720587
53.1,0.4537769447,0.1749533906,0.1749533906
53.2,0.45377085,0.1749350148,0.1749350148
53.3,0.4537648373,0.1749169268,0.1749169268
53.4,0.4537589054,0.174899122,0.174899122
53.5,0.4537530533,0.1748815962,0.1748815962
53.6,0.4537472798,0.174864345,0.174864345
53.7,0.4537415841,0.1748473643,0.1748473643
53.8,0.4537359649,0.17483065,0.17483065
53.9,0.4537304212,0.1748141978,0.1748141978
54,0.4537249521,0.1747980038,0.1747980038
54.1,0.4537195566,0.174782064,0.174782064
54.2,0.4537142336,0.1747663745,0.1747663745
54.3,0.4537089821,0.1747509314,0.1747509314
54.4,0.4537038013,0.174735731,0.174735731
54.5,0.4536986902,0.1747207695,0.1747207695
54.6,0.4536936478,0.1747060433,0.1747060433
54.7,0.4536886732,0.1746915487,0.1746915487
54.8,0.4536837654,0.1746772821,0.1746772821
54.9,0.4536789237,0.17466324,0.17466324
55,0.4536741471,0.1746494191,0.1746494191
55.1,0.4536694347,0.1746358158,0.1746358158
55.2,0.4536647857,0.1746224268,0.1746224268
55.3,0.4536601992,0.1746092488,0.1746092488
55.4,0.4536556744,0.1745962786,0.1745962786
55.5,0.4536512104,0.1745835129,0.1745835129
55.6,0.4536468064,0.1745709486,0.1745709486
55.7,0.4536424617,0.1745585825,0.1745585825
55.8,0.4536381753,0.1745464117,0.1745464117
55.9,0.4536339467,0.1745344331,0.1745344331
56,0.4536297748,0.1745226437,0.1745226437
56.1,0.4536256591,0.1745110407,0.1745110407
56.2,0.4536215987,0.174499621,0.174499621
56.3,0.453617593,0.174488382,0.174488382
56.4,0.453613641,0.1744773207,0.1744773207
56.5,0.4536097423,0.1744664345,0.1744664345
56.6,0.4536058959,0.1744557206,0.1744557206
56.7,0.4536021013,0.1744451764,0.1744451764
56.8,0.4535983577,0.1744347992,0.1744347992
56.9,0.4535946644,0.1744245865,0.1744245865
57,0.4535910208,0.1744145357,0.1744145357
57.1,0.4535874262,0.1744046443,0.1744046443
57.2,0.4535838799,0.1743949098,0.1743949098
57.3,0.4535803814,0.1743853298,0.1743853298
57.4,0.4535769298,0.174375902,0.174375902
57.5,0.4535735247,0.1743666238,0.1743666238
57.6,0.4535701654,0.1743574931,0.1743574931
