t,D_L1,D_KL,D_e
0,1.044891774,3.83606669,3.83606669
0.1,1.03700402,3.78167381,3.78167381
0.2,1.029222332,3.728107109,3.728107109
0.3,1.021545283,3.675353209,3.675353209
0.4,1.013971467,3.62339899,3.62339899
0.5,1.006499494,3.572231582,3.572231582
0.6,0.9991279961,3.521838358,3.521838358
0.7,0.9918556215,3.472206928,3.472206928
0.8,0.9846810373,3.423325133,3.423325133
0.9,0.9776029288,3.375181035,3.375181035
1,0.9706199985,3.32776292,3.32776292
1.1,0.9637309667,3.281059283,3.281059283
1.2,0.9569345706,3.235058829,3.235058829
1.3,0.9502295647,3.189750465,3.189750465
1.4,0.94361472,3.145123296,3.145123296
1.5,0.9370888241,3.101166622,3.101166622
1.6,0.930650681,3.05786993,3.05786993
1.7,0.9242991106,3.015222893,3.015222893
1.8,0.9180329489,2.973215361,2.973215361
1.9,0.9118510473,2.931837366,2.931837366
2,0.9057522728,2.891079107,2.891079107
2.1,0.8997355077,2.850930954,2.850930954
2.2,0.8937996491,2.811383442,2.811383442
2.3,0.8879436091,2.772427266,2.772427266
2.4,0.8821663144,2.734053282,2.734053282
2.5,0.8764667062,2.696252497,2.696252497
2.6,0.8708437397,2.659016071,2.659016071
2.7,0.8652963844,2.622335312,2.622335312
2.8,0.8598236236,2.586201675,2.586201675
2.9,0.8544244542,2.550606754,2.550606754
3,0.8490978866,2.515542286,2.515542286
3.1,0.8438429446,2.481000142,2.481000142
3.2,0.838658665,2.446972329,2.446972329
3.3,0.8335440977,2.413450983,2.413450983
3.4,0.8284983052,2.380428372,2.380428372
3.5,0.8235203627,2.347896886,2.347896886
3.6,0.8186093578,2.315849044,2.315849044
3.7,0.8137643906,2.284277483,2.284277483
3.8,0.8089845728,2.25317496,2.25317496
3.9,0.8042690286,2.222534349,2.222534349
4,0.7996168936,2.19234864,2.19234864
4.1,0.7950273152,2.162610935,2.162610935
4.2,0.7904994522,2.133314445,2.133314445
4.3,0.7860324746,2.104452492,2.104452492
4.4,0.7816255639,2.076018504,2.076018504
4.5,0.7772779122,2.048006013,2.048006013
4.6,0.7729887227,2.020408654,2.020408654
4.7,0.7687572094,1.993220164,1.993220164
4.8,0.7645825965,1.966434377,1.966434377
4.9,0.7604641191,1.940045227,1.940045227
5,0.7564010223,1.914046741,1.914046741
5.1,0.7523925613,1.888433043,1.888433043
5.2,0.7484380014,1.863198346,1.863198346
5.3,0.744536618,1.838336958,1.838336958
5.4,0.7406876959,1.813843271,1.813843271
5.5,0.7368905296,1.789711769,1.789711769
5.6,0.7331444233,1.76593702,1.76593702
5.7,0.7294486904,1.742513677,1.742513677
5.8,0.7258026534,1.719436477,1.719436477
5.9,0.7222056441,1.696700237,1.696700237
6,0.7186570033,1.674299855,1.674299855
6.1,0.7151560805,1.652230311,1.652230311
6.2,0.7117022341,1.630486658,1.630486658
6.3,0.7082948311,1.609064028,1.609064028
6.4,0.7049332469,1.587957628,1.587957628
6.5,0.7016168655,1.567162739,1.567162739
6.6,0.6983450789,1.546674714,1.546674714
6.7,0.6951172876,1.526488977,1.526488977
6.8,0.6919328999,1.506601024,1.506601024
6.9,0.6887913321,1.487006419,1.487006419
7,0.6856920086,1.467700793,1.467700793
7.1,0.6826343612,1.448679846,1.448679846
7.2,0.6796178296,1.429939342,1.429939342
7.3,0.6766418608,1.411475111,1.411475111
7.4,0.6737059094,1.393283045,1.393283045
7.5,0.6708094374,1.3753591,1.3753591
7.6,0.6679519137,1.357699294,1.357699294
7.7,0.6651328148,1.340299703,1.340299703
7.8,0.6623516238,1.323156466,1.323156466
7.9,0.6596078312,1.306265777,1.306265777
8,0.6569009339,1.289623892,1.289623892
8.1,0.6542304358,1.273227121,1.273227121
8.2,0.6515958475,1.257071829,1.257071829
8.3,0.6489966862,1.241154439,1.241154439
8.4,0.6464324754,1.225471425,1.225471425
8.5,0.6439027451,1.210019317,1.210019317
8.6,0.6414070318,1.194794696,1.194794696
8.7,0.6389448779,1.179794195,1.179794195
8.8,0.6365158323,1.165014496,1.165014496
8.9,0.6341194497,1.150452334,1.150452334
9,0.6317552909,1.136104491,1.136104491
9.1,0.6294229225,1.121967798,1.121967798
9.2,0.6271219172,1.108039134,1.108039134
9.3,0.6248518532,1.094315425,1.094315425
9.4,0.6226123144,1.080793642,1.080793642
9.5,0.6204028903,1.067470803,1.067470803
9.6,0.618223176,1.054343969,1.054343969
9.7,0.6160727721,1.041410247,1.041410247
9.8,0.6139512842,1.028666785,1.028666785
9.9,0.6118583238,1.016110777,1.016110777
10,0.609793507,1.003739456,1.003739456
10.1,0.6077564555,0.9915500966,0.9915500966
10.2,0.605746796,0.9795400161,0.9795400161
10.3,0.6037641601,0.9677065703,0.9677065703
10.4,0.6018081843,0.9560471549,0.9560471549
10.5,0.5998785103,0.9445592046,0.9445592046
10.6,0.5979747843,0.9332401921,0.9332401921
10.7,0.5960966575,0.9220876281,0.9220876281
10.8,0.5942437855,0.91109906,0.91109906
10.9,0.5924158288,0.9002720722,0.9002720722
11,0.5906124524,0.8896042846,0.8896042846
11.1,0.5888333258,0.8790933529,0.8790933529
11.2,0.5870781227,0.8687369675,0.8687369675
11.3,0.5853465217,0.8585328531,0.8585328531
11.4,0.5836382052,0.8484787684,0.8484787684
11.5,0.5819528602,0.8385725053,0.8385725053
11.6,0.5802901778,0.8288118884,0.8288118884
11.7,0.5786498532,0.8191947747,0.8191947747
11.8,0.5770315858,0.8097190531,0.8097190531
11.9,0.5754350791,0.8003826437,0.8003826437
12,0.5738600403,0.7911834973,0.7911834973
12.1,0.5723061808,0.7821195955,0.7821195955
12.2,0.5707732159,0.7731889494,0.7731889494
12.3,0.5692608645,0.7643895998,0.7643895998
12.4,0.5677688494,0.7557196164,0.7557196164
12.5,0.5662968973,0.7471770976,0.7471770976
12.6,0.5648447383,0.7387601698,0.7387601698
12.7,0.5634121063,0.7304669872,0.7304669872
12.8,0.5619987386,0.7222957314,0.7222957314
12.9,0.5606043763,0.7142446107,0.7142446107
13,0.5592287638,0.70631186,0.70631186
13.1,0.557871649,0.6984957403,0.6984957403
13.2,0.556532783,0.6907945383,0.6907945383
13.3,0.5552119206,0.6832065659,0.6832065659
13.4,0.5539088196,0.67573016,0.67573016
13.5,0.5526232413,0.6683636821,0.6683636821
13.6,0.5513549499,0.6611055179,0.6611055179
13.7,0.550103713,0.6539540767,0.6539540767
13.8,0.5488693014,0.6469077916,0.6469077916
13.9,0.5476514887,0.6399651185,0.6399651185
14,0.5464500517,0.6331245363,0.6331245363
14.1,0.5452647703,0.6263845463,0.6263845463
14.2,0.5440954272,0.6197436717,0.6197436717
14.3,0.5429418081,0.6132004577,0.6132004577
14.4,0.5418037015,0.6067534707,0.6067534707
14.5,0.5406808989,0.6004012984,0.6004012984
