t,p_1,QFI,trace_distance
3.04,0.2691478271,0.1936711851,0.0002064056804
3.06,0.2691390846,0.1937808204,0.000197663183
3.08,0.2691307124,0.1938864557,0.0001892909819
3.1,0.2691226948,0.1939882322,0.0001812733929
3.12,0.2691150168,0.1940862866,0.000173595396
3.14,0.269107664,0.1941807509,0.0001662426076
3.16,0.2691006226,0.1942717528,0.0001592012531
3.18,0.2690938795,0.1943594155,0.0001524581415
3.2,0.269087422,0.1944438579,0.0001460006404
3.22,0.269081238,0.1945251953,0.0001398166526
3.24,0.269075316,0.1946035385,0.0001338945931
3.26,0.2690696447,0.1946789949,0.0001282233677
3.28,0.2690642137,0.1947516681,0.0001227923522
3.3,0.2690590127,0.1948216581,0.0001175913722
3.32,0.2690540321,0.1948890614,0.0001126106843
3.34,0.2690492623,0.1949539714,0.000107840958
3.36,0.2690446946,0.1950164779,0.0001032732576
3.38,0.2690403204,0.1950766678,9.889902635e-05
3.4,0.2690361314,0.195134625,9.471006955e-05
3.42,0.2690321199,0.1951904304,9.069853976e-05
3.44,0.2690282783,0.1952441621,8.68569219e-05
3.46,0.2690245994,0.1952958953,8.317801921e-05
3.48,0.2690210763,0.1953457029,7.965493973e-05
3.5,0.2690177025,0.1953936549,7.628108345e-05
3.52,0.2690144715,0.195439819,7.305012986e-05
3.54,0.2690113774,0.1954842605,6.995602621e-05
3.56,0.2690084143,0.1955270423,6.699297609e-05
3.58,0.2690055768,0.1955682251,6.41554286e-05
3.6,0.2690028594,0.1956078676,6.143806799e-05
3.62,0.2690002572,0.1956460262,5.883580361e-05
3.64,0.2689977651,0.1956827554,5.634376047e-05
3.66,0.2689953786,0.1957181077,5.395727005e-05
3.68,0.2689930932,0.1957521337,5.167186157e-05
3.7,0.2689909046,0.1957848824,4.948325361e-05
3.72,0.2689888087,0.1958164008,4.73873461e-05
3.74,0.2689868016,0.1958467342,4.538021263e-05
3.76,0.2689848795,0.1958759265,4.345809309e-05
3.78,0.2689830388,0.1959040199,4.161738665e-05
3.8,0.268981276,0.1959310549,3.985464498e-05
3.82,0.2689795879,0.1959570708,3.816656581e-05
3.84,0.2689779714,0.1959821054,3.654998674e-05
3.86,0.2689764232,0.1960061951,3.500187933e-05
3.88,0.2689749407,0.1960293749,3.351934339e-05
3.9,0.268973521,0.1960516787,3.209960159e-05
3.92,0.2689721614,0.1960731391,3.073999423e-05
3.94,0.2689708593,0.1960937875,2.943797425e-05
3.96,0.2689696125,0.1961136541,2.81911025e-05
3.98,0.2689684184,0.196132768,2.699704311e-05
4,0.2689672749,0.1961511574,2.585355918e-05
4.02,0.2689661799,0.1961688494,2.475850853e-05
4.04,0.2689651312,0.1961858699,2.370983974e-05
4.06,0.268964127,0.1962022441,2.270558825e-05
4.08,0.2689631652,0.1962179962,2.174387273e-05
4.1,0.2689622443,0.1962331496,2.082289153e-05
4.12,0.2689613623,0.1962477265,1.994091932e-05
4.14,0.2689605177,0.1962617488,1.909630383e-05
4.16,0.2689597088,0.1962752371,1.828746278e-05
4.18,0.2689589343,0.1962882116,1.751288092e-05
4.2,0.2689581925,0.1963006916,1.677110717e-05
4.22,0.2689574821,0.1963126957,1.606075191e-05
4.24,0.2689568019,0.1963242417,1.538048438e-05
4.26,0.2689561504,0.196335347,1.47290302e-05
4.28,0.2689555265,0.1963460281,1.410516894e-05
4.3,0.2689549291,0.1963563011,1.350773188e-05
4.32,0.268954357,0.1963661813,1.29355998e-05
4.34,0.2689538091,0.1963756837,1.238770089e-05
4.36,0.2689532844,0.1963848224,1.186300873e-05
4.38,0.2689527819,0.1963936112,1.136054037e-05
4.4,0.2689523007,0.1964020634,1.087935451e-05
4.42,0.2689518399,0.1964101917,1.041854971e-05
4.44,0.2689513986,0.1964180084,9.977262711e-06
4.46,0.268950976,0.1964255252,9.554666816e-06
4.48,0.2689505713,0.1964327536,9.149970349e-06
4.5,0.2689501838,0.1964397045,8.762415163e-06
4.52,0.2689498126,0.1964463885,8.391275223e-06
4.54,0.2689494572,0.1964528156,8.035855248e-06
4.56,0.2689491169,0.1964589956,7.695489405e-06
4.58,0.2689487909,0.196464938,7.369540061e-06
4.6,0.2689484788,0.1964706518,7.057396594e-06
4.62,0.2689481798,0.1964761456,6.758474242e-06
4.64,0.2689478936,0.1964814279,6.472213015e-06
4.66,0.2689476194,0.1964865068,6.198076638e-06
4.68,0.2689473569,0.1964913899,5.935551553e-06
4.7,0.2689471055,0.1964960847,5.684145952e-06
4.72,0.2689468648,0.1965005985,5.443388861e-06
4.74,0.2689466342,0.1965049381,5.212829253e-06
4.76,0.2689464134,0.1965091102,4.992035203e-06
4.78,0.268946202,0.1965131212,4.780593082e-06
4.8,0.2689459995,0.1965169773,4.578106782e-06
4.82,0.2689458056,0.1965206843,4.384196971e-06
4.84,0.2689456199,0.1965242481,4.198500383e-06
4.86,0.268945442,0.196527674,4.02066914e-06
4.88,0.2689452717,0.1965309674,3.850370099e-06
4.9,0.2689451087,0.1965341334,3.687284226e-06
4.92,0.2689449525,0.1965371767,3.531106001e-06
4.94,0.2689448029,0.1965401023,3.381542845e-06
4.96,0.2689446597,0.1965429144,3.238314571e-06
4.98,0.2689445225,0.1965456176,3.101152858e-06
5,0.2689443912,0.196548216,2.969800752e-06
5.02,0.2689442654,0.1965507135,2.844012182e-06
5.04,0.2689441449,0.1965531142,2.7235515e-06
5.06,0.2689440296,0.1965554218,2.608193037e-06
5.08,0.2689439191,0.1965576397,2.497720686e-06
5.1,0.2689438133,0.1965597715,2.39192749e-06
5.12,0.268943712,0.1965618204,2.29061526e-06
5.14,0.268943615,0.1965637898,2.1935942e-06
5.16,0.2689435221,0.1965656826,2.100682554e-06
5.18,0.2689434331,0.1965675017,2.011706263e-06
5.2,0.2689433479,0.1965692501,1.926498643e-06
5.22,0.2689432663,0.1965709305,1.844900068e-06
5.24,0.2689431881,0.1965725455,1.766757674e-06
5.26,0.2689431133,0.1965740975,1.691925071e-06
5.28,0.2689430416,0.1965755891,1.62026207e-06
5.3,0.268942973,0.1965770226,1.551634419e-06
5.32,0.2689429073,0.1965784003,1.485913554e-06
5.34,0.2689428443,0.1965797242,1.422976355e-06
5.36,0.2689427841,0.1965809964,1.362704918e-06
5.38,0.2689427264,0.1965822191,1.304986331e-06
5.4,0.2689426711,0.196583394,1.249712466e-06
5.42,0.2689426181,0.1965845231,1.196779776e-06
5.44,0.2689425675,0.1965856081,1.146089097e-06
5.46,0.2689425189,0.1965866507,1.097545467e-06
5.48,0.2689424724,0.1965876526,1.051057946e-06
5.5,0.2689424279,0.1965886153,1.006539446e-06
5.52,0.2689423853,0.1965895404,9.639065665e-07
5.54,0.2689423444,0.1965904293,9.230794409e-07
5.56,0.2689423054,0.1965912834,8.839815848e-07
5.58,0.2689422679,0.1965921042,8.465397533e-07
5.6,0.2689422321,0.1965928928,8.10683804e-07
5.62,0.2689421977,0.1965936505,7.763465657e-07
5.64,0.2689421648,0.1965943786,7.434637118e-07
5.66,0.2689421333,0.1965950781,7.119736407e-07
5.68,0.2689421032,0.1965957503,6.818173598e-07
5.7,0.2689420743,0.1965963961,6.529383751e-07
5.72,0.2689420467,0.1965970165,6.252825858e-07
5.74,0.2689420202,0.1965976127,5.987981819e-07
5.76,0.2689419948,0.1965981855,5.734355489e-07
5.78,0.2689419705,0.1965987358,5.491471728e-07
5.8,0.2689419473,0.1965992645,5.258875527e-07
5.82,0.268941925,0.1965997724,5.036131145e-07
5.84,0.2689419037,0.1966002604,4.822821301e-07
5.86,0.2689418832,0.1966007293,4.618546386e-07
5.88,0.2689418637,0.1966011797,4.422923719e-07
5.9,0.2689418449,0.1966016124,4.235586825e-07
5.92,0.268941827,0.1966020282,4.056184753e-07
5.94,0.2689418098,0.1966024275,3.884381415e-07
5.96,0.2689417934,0.1966028112,3.719854963e-07
5.98,0.2689417776,0.1966031798,3.562297175e-07
6,0.2689417625,0.1966035339,3.411412889e-07
