t,p_1,QFI,trace_distance
0,0.03444519567,0,0.2344962257
0.02,0.04437749325,0.006495991446,0.2245639281
0.04,0.05388909948,0.02026303221,0.2150523219
0.06,0.06299783312,0.03693430308,0.2059435883
0.08,0.07172075818,0.05462504173,0.1972206632
0.1,0.08007421595,0.07241177302,0.1888672054
0.12,0.08807385553,0.08980687438,0.1808675658
0.14,0.09573466321,0.1065431796,0.1732067582
0.16,0.1030709905,0.1224742788,0.1658704308
0.18,0.1100965811,0.1375239585,0.1588448402
0.2,0.1168245966,0.151658663,0.1521168248
0.22,0.1232676409,0.1648716088,0.1456737805
0.24,0.1294377843,0.1771731779,0.1395036371
0.26,0.1353465857,0.1885848772,0.1335948357
0.28,0.1410051146,0.1991354124,0.1279363068
0.3,0.1464239714,0.2088580658,0.12251745
0.32,0.1516133077,0.2177889046,0.1173281137
0.34,0.156582845,0.2259655334,0.1123585764
0.36,0.1613418931,0.2334262131,0.1075995283
0.38,0.1658993674,0.2402092323,0.1030420539
0.4,0.1702638059,0.2463524557,0.09867761548
0.42,0.1744433846,0.251893,0.09449803673
0.44,0.1784459336,0.2568670015,0.09049548778
0.46,0.182278951,0.2613094533,0.08666247037
0.48,0.1859496175,0.265254092,0.08299180385
0.5,0.1894648097,0.2687333241,0.07947661169
0.52,0.1928311127,0.2717781821,0.07611030865
0.54,0.196054833,0.2744183019,0.07288658838
0.56,0.1991420097,0.2766819191,0.06979941167
0.58,0.2020984263,0.2785958783,0.0668429951
0.6,0.2049296212,0.2801856524,0.0640118002
0.62,0.2076408983,0.2814753704,0.06130052309
0.64,0.2102373368,0.2824878514,0.05870408455
0.66,0.2127238009,0.283244643,0.05621762049
0.68,0.2151049485,0.2837660628,0.05383647284
0.7,0.2173852405,0.284071243,0.05155618083
0.72,0.2195689487,0.2841781758,0.04937247264
0.74,0.221660164,0.2841037604,0.04728125735
0.76,0.223662804,0.2838638502,0.04527861737
0.78,0.2255806204,0.2834732996,0.04336080099
0.8,0.2274172059,0.2829460114,0.04152421544
0.82,0.2291760013,0.2822949821,0.03976542012
0.84,0.2308603012,0.2815323479,0.03808112015
0.86,0.2324732612,0.2806694286,0.03646816021
0.88,0.2340179027,0.2797167705,0.03492351863
0.9,0.2354971196,0.2786841881,0.03344430173
0.92,0.236913683,0.2775808045,0.03202773839
0.94,0.2382702465,0.2764150903,0.03067117486
0.96,0.2395693516,0.2751949007,0.02937206978
0.98,0.2408134319,0.2739275113,0.02812798947
1,0.2420048181,0.2726196526,0.02693660329
1.02,0.243145742,0.2712775429,0.02579567935
1.04,0.2442383411,0.2699069189,0.02470308025
1.06,0.2452846622,0.2685130662,0.02365675917
1.08,0.2462866654,0.2671008472,0.02265475596
1.1,0.2472462279,0.2656747282,0.02169519348
1.12,0.2481651472,0.2642388049,0.02077627414
1.14,0.2490451449,0.2627968262,0.01989627645
1.16,0.2498878695,0.2613522177,0.01905355184
1.18,0.2506948998,0.2599081027,0.0182465216
1.2,0.2514677475,0.2584673229,0.01747367384
1.22,0.2522078606,0.2570324578,0.01673356074
1.24,0.2529166256,0.2556058424,0.01602479579
1.26,0.2535953702,0.2541895848,0.01534605122
1.28,0.2542453659,0.2527855816,0.01469605548
1.3,0.2548678305,0.2513955337,0.01407359089
1.32,0.25546393,0.25002096,0.01347749135
1.34,0.2560347812,0.248663211,0.01290664014
1.36,0.2565814535,0.2473234809,0.01235996784
1.38,0.257104971,0.2460028197,0.01183645033
1.4,0.2576063145,0.2447021439,0.01133510688
1.42,0.2580864231,0.2434222469,0.01085499828
1.44,0.2585461963,0.2421638083,0.01039522511
1.46,0.2589864953,0.2409274033,0.009954926046
1.48,0.2594081451,0.2397135106,0.00953327624
1.5,0.2598119356,0.2385225204,0.00912948579
1.52,0.2601986231,0.2373547418,0.008742798245
1.54,0.2605689322,0.2362104093,0.008372489198
1.56,0.2609235564,0.2350896893,0.008017864922
1.58,0.2612631603,0.2339926862,0.007678261075
1.6,0.2615883799,0.2329194473,0.007353041453
1.62,0.2618998246,0.2318699683,0.007041596799
1.64,0.2621980777,0.2308441981,0.006743343662
1.66,0.2624836981,0.2298420429,0.006457723303
1.68,0.2627572207,0.2288633704,0.006184200651
1.7,0.2630191581,0.2279080136,0.005922263296
1.72,0.2632700008,0.2269757743,0.005671420532
1.74,0.2635102189,0.2260664265,0.005431202437
1.76,0.2637402624,0.2251797189,0.005201158995
1.78,0.2639605621,0.2243153782,0.00498085925
1.8,0.2641715309,0.2234731116,0.004769890497
1.82,0.2643735639,0.222652609,0.004567857514
1.84,0.2645670396,0.221853545,0.004374381819
1.86,0.2647523204,0.2210755814,0.004189100961
1.88,0.2649297535,0.2203183688,0.004011667839
1.9,0.2650996713,0.2195815483,0.003841750056
1.92,0.2652623921,0.218864753,0.003679029293
1.94,0.2654182207,0.2181676095,0.003523200713
1.96,0.265567449,0.2174897396,0.003373972393
1.98,0.2657103566,0.2168307608,0.003231064771
2,0.2658472112,0.2161902879,0.00309421013
2.02,0.2659782693,0.2155679339,0.00296315209
2.04,0.2661037762,0.2149633109,0.00283764513
2.06,0.2662239672,0.214376031,0.00271745413
2.08,0.2663390674,0.213805707,0.002602353927
2.1,0.2664492925,0.213251953,0.002492128897
2.12,0.2665548488,0.2127143854,0.002386572546
2.14,0.2666559342,0.2121926228,0.002285487129
2.16,0.2667527381,0.2116862873,0.002188683276
2.18,0.2668454417,0.2111950044,0.002095979636
2.2,0.2669342188,0.2107184036,0.002007202542
2.22,0.2670192357,0.2102561186,0.001922185681
2.24,0.2671006516,0.209807788,0.001840769786
2.26,0.267178619,0.2093730552,0.001762802333
2.28,0.2672532841,0.2089515688,0.001688137262
2.3,0.2673247867,0.2085429828,0.001616634697
2.32,0.2673932607,0.208146957,0.001548160687
2.34,0.2674588344,0.2077631565,0.001482586955
2.36,0.2675216307,0.2073912528,0.001419790657
2.38,0.2675817672,0.2070309231,0.001359654153
