t,p_1,QFI,trace_distance
4.6,0.2689447627,0.1965353023,3.341342956e-06
4.62,0.2689446212,0.1965383206,3.199817384e-06
4.64,0.2689444857,0.196541221,3.064286254e-06
4.66,0.2689443559,0.1965440082,2.934495666e-06
4.68,0.2689442316,0.1965466865,2.810202475e-06
4.7,0.2689441125,0.1965492601,2.691173833e-06
4.72,0.2689439986,0.1965517331,2.577186756e-06
4.74,0.2689438894,0.1965541094,2.468027703e-06
4.76,0.2689437849,0.1965563928,2.36349218e-06
4.78,0.2689436848,0.1965585869,2.263384353e-06
4.8,0.2689435889,0.1965606951,2.167516682e-06
4.82,0.2689434971,0.1965627208,2.075709572e-06
4.84,0.2689434092,0.1965646671,1.987791035e-06
4.86,0.268943325,0.1965665373,1.903596366e-06
4.88,0.2689432443,0.1965683341,1.822967837e-06
4.9,0.2689431671,0.1965700606,1.745754402e-06
4.92,0.2689430932,0.1965717194,1.671811412e-06
4.94,0.2689430224,0.1965733131,1.601000342e-06
4.96,0.2689429546,0.1965748444,1.533188539e-06
4.98,0.2689428896,0.1965763156,1.468248966e-06
5,0.2689428274,0.196577729,1.406059967e-06
5.02,0.2689427679,0.196579087,1.346505038e-06
5.04,0.2689427108,0.1965803916,1.289472612e-06
5.06,0.2689426562,0.1965816451,1.234855845e-06
5.08,0.2689426039,0.1965828493,1.18255242e-06
5.1,0.2689425538,0.1965840062,1.132464354e-06
5.12,0.2689425059,0.1965851176,1.084497812e-06
5.14,0.2689424599,0.1965861853,1.038562936e-06
5.16,0.2689424159,0.196587211,9.945736731e-07
5.18,0.2689423738,0.1965881964,9.524476147e-07
5.2,0.2689423335,0.1965891431,9.121058431e-07
5.22,0.2689422948,0.1965900525,8.734727834e-07
5.24,0.2689422578,0.1965909261,8.364760617e-07
5.26,0.2689422224,0.1965917653,8.010463692e-07
5.28,0.2689421885,0.1965925715,7.67117333e-07
5.3,0.268942156,0.1965933459,7.346253916e-07
5.32,0.2689421249,0.1965940898,7.035096753e-07
5.34,0.2689420951,0.1965948044,6.737118932e-07
5.36,0.2689420665,0.1965954908,6.451762227e-07
5.38,0.2689420392,0.1965961502,6.178492061e-07
5.4,0.268942013,0.1965967836,5.916796498e-07
5.42,0.268941988,0.1965973919,5.666185285e-07
5.44,0.268941964,0.1965979763,5.426188934e-07
5.46,0.268941941,0.1965985377,5.196357843e-07
5.48,0.268941919,0.1965990768,4.976261453e-07
5.5,0.2689418979,0.1965995947,4.765487445e-07
5.52,0.2689418777,0.1966000922,4.563640957e-07
5.54,0.2689418584,0.19660057,4.370343858e-07
5.56,0.2689418399,0.1966010289,4.185234032e-07
5.58,0.2689418222,0.1966014697,4.007964696e-07
5.6,0.2689418052,0.1966018931,3.838203763e-07
5.62,0.2689417889,0.1966022997,3.675633206e-07
5.64,0.2689417734,0.1966026903,3.51994847e-07
5.66,0.2689417585,0.1966030654,3.370857902e-07
5.68,0.2689417442,0.1966034257,3.228082197e-07
5.7,0.2689417305,0.1966037717,3.091353886e-07
5.72,0.2689417174,0.1966041041,2.960416826e-07
5.74,0.2689417049,0.1966044232,2.83502572e-07
5.76,0.2689416929,0.1966047298,2.714945667e-07
5.78,0.2689416814,0.1966050242,2.599951713e-07
5.8,0.2689416704,0.196605307,2.48982843e-07
5.82,0.2689416598,0.1966055785,2.384369517e-07
5.84,0.2689416497,0.1966058393,2.283377412e-07
5.86,0.26894164,0.1966060898,2.186662917e-07
5.88,0.2689416308,0.1966063303,2.094044851e-07
5.9,0.2689416219,0.1966065613,2.005349707e-07
5.92,0.2689416134,0.1966067832,1.920411327e-07
5.94,0.2689416053,0.1966069962,1.839070587e-07
5.96,0.2689415975,0.1966072008,1.761175106e-07
5.98,0.26894159,0.1966073973,1.686578957e-07
6,0.2689415829,0.196607586,1.615142395e-07
