t,Ti_20C,Ti_40C,Ti_60C,Ti_80C
3.845000000000000000e+02,8.267482675426197858e+00,1.653496535085239572e+01,2.480244802627862555e+01,3.306993070170479143e+01
3.850000000000000000e+02,8.255991424962033420e+00,1.651198284992406684e+01,2.476797427488614289e+01,3.302396569984813368e+01
3.855000000000000000e+02,8.244516132808596964e+00,1.648903226561719393e+01,2.473354839842585662e+01,3.297806453123438786e+01
3.860000000000000000e+02,8.233056777011185545e+00,1.646611355402237109e+01,2.469917033103359216e+01,3.293222710804474218e+01
3.865000000000000000e+02,8.221613335640586939e+00,1.644322667128117388e+01,2.466484000692177148e+01,3.288645334256234776e+01
3.870000000000000000e+02,8.210185786796344587e+00,1.642037157359268917e+01,2.463055736038904442e+01,3.284074314718537835e+01
3.875000000000000000e+02,8.198774108603503308e+00,1.639754821720700662e+01,2.459632232581054723e+01,3.279509643441401323e+01
3.880000000000000000e+02,8.187378279215909771e+00,1.637475655843181954e+01,2.456213483764773997e+01,3.274951311686363908e+01
3.885000000000000000e+02,8.175998276812887156e+00,1.635199655362577431e+01,2.452799483043868634e+01,3.270399310725154862e+01
3.890000000000000000e+02,8.164634079602613781e+00,1.632926815920522756e+01,2.449390223880783779e+01,3.265853631841045512e+01
3.895000000000000000e+02,8.153285665818780004e+00,1.630657133163756001e+01,2.445985699745633823e+01,3.261314266327512001e+01
3.900000000000000000e+02,8.141953013723913557e+00,1.628390602744782711e+01,2.442585904117170870e+01,3.256781205489565423e+01
3.905000000000000000e+02,8.130636101606077304e+00,1.626127220321215461e+01,2.439190830481818040e+01,3.252254440642430922e+01
3.910000000000000000e+02,8.119334907782208788e+00,1.623866981556441758e+01,2.435800472334657485e+01,3.247733963112883515e+01
3.915000000000000000e+02,8.108049410594777129e+00,1.621609882118955426e+01,2.432414823178429586e+01,3.243219764237910852e+01
3.920000000000000000e+02,8.096779588415156326e+00,1.619355917683031265e+01,2.429033876524543345e+01,3.238711835366062530e+01
3.925000000000000000e+02,8.085525419640234190e+00,1.617105083928046838e+01,2.425657625892072389e+01,3.234210167856093676e+01
3.930000000000000000e+02,8.074286882695865586e+00,1.614857376539173117e+01,2.422286064808759676e+01,3.229714753078346234e+01
3.935000000000000000e+02,8.063063956033376556e+00,1.612612791206675311e+01,2.418919186810013855e+01,3.225225582413350622e+01
3.940000000000000000e+02,8.051856618133047760e+00,1.610371323626609552e+01,2.415556985439921078e+01,3.220742647253219104e+01
3.945000000000000000e+02,8.040664847500737622e+00,1.608132969500147524e+01,2.412199454250224662e+01,3.216265939000295049e+01
3.950000000000000000e+02,8.029488622671179243e+00,1.605897724534235849e+01,2.408846586801361056e+01,3.211795449068471697e+01
3.955000000000000000e+02,8.018327922204695923e+00,1.603665584440939185e+01,2.405498376661414284e+01,3.207331168881878369e+01
3.960000000000000000e+02,8.007182724690515840e+00,1.601436544938103168e+01,2.402154817407162213e+01,3.202873089876206336e+01
3.965000000000000000e+02,7.996053008743447599e+00,1.599210601748689520e+01,2.398815902623036322e+01,3.198421203497379040e+01
3.970000000000000000e+02,7.984938753007202017e+00,1.596987750601440403e+01,2.395481625902167977e+01,3.193975501202880807e+01
3.975000000000000000e+02,7.973839936151062346e+00,1.594767987230212469e+01,2.392151980845322612e+01,3.189535974460424939e+01
3.980000000000000000e+02,7.962756536873227375e+00,1.592551307374645475e+01,2.388826961061974785e+01,3.185102614749290950e+01
3.985000000000000000e+02,7.951688533897484312e+00,1.590337706779496862e+01,2.385506560169248402e+01,3.180675413558993725e+01
3.990000000000000000e+02,7.940635905976478170e+00,1.588127181195295634e+01,2.382190771792948425e+01,3.176254362390591268e+01
3.995000000000000000e+02,7.929598631888450377e+00,1.585919726377690075e+01,2.378879589566540886e+01,3.171839452755380151e+01
4.000000000000000000e+02,7.918576690440546351e+00,1.583715338088109270e+01,2.375573007132163994e+01,3.167430676176218540e+01
4.005000000000000000e+02,7.907570060465453743e+00,1.581514012093090749e+01,2.372271018139638699e+01,3.163028024186181497e+01
4.010000000000000000e+02,7.896578720824757092e+00,1.579315744164951418e+01,2.368973616247428993e+01,3.158631488329902837e+01
4.015000000000000000e+02,7.885602650405591163e+00,1.577120530081118233e+01,2.365680795121678059e+01,3.154241060162236465e+01
4.020000000000000000e+02,7.874641828123957410e+00,1.574928365624791482e+01,2.362392548437187401e+01,3.149856731249582964e+01
4.025000000000000000e+02,7.863696232921426166e+00,1.572739246584285233e+01,2.359108869876428827e+01,3.145478493168570466e+01
4.030000000000000000e+02,7.852765843768393594e+00,1.570553168753678719e+01,2.355829753130520743e+01,3.141106337507357438e+01
4.035000000000000000e+02,7.841850639660842504e+00,1.568370127932168501e+01,2.352555191898251152e+01,3.136740255864337001e+01
4.040000000000000000e+02,7.830950599623509589e+00,1.566190119924701918e+01,2.349285179887053587e+01,3.132380239849403836e+01
4.045000000000000000e+02,7.820065702706767929e+00,1.564013140541353586e+01,2.346019710812029757e+01,3.128026281082707172e+01
4.050000000000000000e+02,7.809195927989704522e+00,1.561839185597940904e+01,2.342758778396913044e+01,3.123678371195881809e+01
4.055000000000000000e+02,7.798341254577017878e+00,1.559668250915403576e+01,2.339502376373106429e+01,3.119336501830807151e+01
4.060000000000000000e+02,7.787501661602100000e+00,1.557500332320420000e+01,2.336250498480633908e+01,3.115000664640840000e+01
4.065000000000000000e+02,7.776677128223967728e+00,1.555335425644793546e+01,2.333003138467190851e+01,3.110670851289587091e+01
4.070000000000000000e+02,7.765867633630268330e+00,1.553173526726053666e+01,2.329760290089080854e+01,3.106347053452107332e+01
4.075000000000000000e+02,7.755073157034287235e+00,1.551014631406857447e+01,2.326521947110285637e+01,3.102029262813714894e+01
4.080000000000000000e+02,7.744293677677892340e+00,1.548858735535578468e+01,2.323288103303367436e+01,3.097717471071156936e+01
4.085000000000000000e+02,7.733529174828606578e+00,1.546705834965721316e+01,2.320058752448579042e+01,3.093411669931442631e+01
4.090000000000000000e+02,7.722779627782471401e+00,1.544555925556494280e+01,2.316833888334740266e+01,3.089111851112988560e+01
4.095000000000000000e+02,7.712045015861194841e+00,1.542409003172238968e+01,2.313613504758354011e+01,3.084818006344477936e+01
4.100000000000000000e+02,7.701325318414940391e+00,1.540265063682988078e+01,2.310397595524477765e+01,3.080530127365976156e+01
4.105000000000000000e+02,7.690620514819550557e+00,1.538124102963910111e+01,2.307186154445862414e+01,3.076248205927820223e+01
4.110000000000000000e+02,7.679930584479286004e+00,1.535986116895857201e+01,2.303979175343782515e+01,3.071972233791714402e+01
4.115000000000000000e+02,7.669255506824067758e+00,1.533851101364813552e+01,2.300776652047213489e+01,3.067702202729627103e+01
4.120000000000000000e+02,7.658595261312172831e+00,1.531719052262434566e+01,2.297578578393645898e+01,3.063438104524869132e+01
4.125000000000000000e+02,7.647949827427556357e+00,1.529589965485511271e+01,2.294384948228259447e+01,3.059179930971022543e+01
4.130000000000000000e+02,7.637319184682466400e+00,1.527463836936493280e+01,2.291195755404732637e+01,3.054927673872986560e+01
4.135000000000000000e+02,7.626703312614840691e+00,1.525340662522968138e+01,2.288010993784445191e+01,3.050681325045936276e+01
4.140000000000000000e+02,7.616102190790825510e+00,1.523220438158165102e+01,2.284830657237242235e+01,3.046440876316330204e+01
4.145000000000000000e+02,7.605515798802279903e+00,1.521103159760455981e+01,2.281654739640677576e+01,3.042206319520911961e+01
4.150000000000000000e+02,7.594944116269207512e+00,1.518988823253841502e+01,2.278483234880757635e+01,3.037977646507683005e+01
4.155000000000000000e+02,7.584387122837320305e+00,1.516877424567464061e+01,2.275316136851191118e+01,3.033754849134928122e+01
4.160000000000000000e+02,7.573844798180402016e+00,1.514768959636080403e+01,2.272153439454117319e+01,3.029537919272160806e+01
4.165000000000000000e+02,7.563317121997962467e+00,1.512663424399592493e+01,2.268995136599381723e+01,3.025326848799184987e+01
4.170000000000000000e+02,7.552804074017491764e+00,1.510560814803498353e+01,2.265841222205245842e+01,3.021121629606996706e+01
4.175000000000000000e+02,7.542305633992234526e+00,1.508461126798446905e+01,2.262691690197663519e+01,3.016922253596893810e+01
4.180000000000000000e+02,7.531821781703329499e+00,1.506364356340665900e+01,2.259546534510995031e+01,3.012728712681331800e+01
4.185000000000000000e+02,7.521352496957681488e+00,1.504270499391536298e+01,2.256405749087296542e+01,3.008540998783072595e+01
4.190000000000000000e+02,7.510897759589993505e+00,1.502179551917998701e+01,2.253269327876994765e+01,3.004359103835997402e+01
4.195000000000000000e+02,7.500457549460773699e+00,1.500091509892154740e+01,2.250137264838227935e+01,3.000183019784309479e+01
4.200000000000000000e+02,7.490031846458251152e+00,1.498006369291650230e+01,2.247009553937472504e+01,2.996012738583300461e+01
4.205000000000000000e+02,7.479620630496402356e+00,1.495924126099280471e+01,2.243886189148916088e+01,2.991848252198560942e+01
4.210000000000000000e+02,7.469223881516917629e+00,1.493844776303383526e+01,2.240767164455072091e+01,2.987689552606767052e+01
4.215000000000000000e+02,7.458841579487199169e+00,1.491768315897439834e+01,2.237652473846151224e+01,2.983536631794879668e+01
4.220000000000000000e+02,7.448473704402283957e+00,1.489694740880456791e+01,2.234542111320682523e+01,2.979389481760913583e+01
4.225000000000000000e+02,7.438120236282959929e+00,1.487624047256591986e+01,2.231436070884881673e+01,2.975248094513183972e+01
4.230000000000000000e+02,7.427781155177530792e+00,1.485556231035506158e+01,2.228334346553254974e+01,2.971112462071012317e+01
4.235000000000000000e+02,7.417456441160053870e+00,1.483491288232010774e+01,2.225236932348012076e+01,2.966982576464021548e+01
4.240000000000000000e+02,7.407146074332049857e+00,1.481429214866409971e+01,2.222143822299614158e+01,2.962858429732819943e+01
4.245000000000000000e+02,7.396850034820763753e+00,1.479370006964152751e+01,2.219055010446228593e+01,2.958740013928305501e+01
4.250000000000000000e+02,7.386568302780839979e+00,1.477313660556167996e+01,2.215970490834249773e+01,2.954627321112335991e+01
4.255000000000000000e+02,7.376300858392618842e+00,1.475260171678523768e+01,2.212890257517785031e+01,2.950520343357047537e+01
4.260000000000000000e+02,7.366047681863798324e+00,1.473209536372759665e+01,2.209814304559139586e+01,2.946419072745519330e+01
4.265000000000000000e+02,7.355808753427766078e+00,1.471161750685553216e+01,2.206742626028325205e+01,2.942323501371106431e+01
4.270000000000000000e+02,7.345584053345114661e+00,1.469116810669022932e+01,2.203675216003534842e+01,2.938233621338045864e+01
4.275000000000000000e+02,7.335373561902204465e+00,1.467074712380440893e+01,2.200612068570660540e+01,2.934149424760881786e+01
4.280000000000000000e+02,7.325177259412519959e+00,1.465035451882503992e+01,2.197553177823755632e+01,2.930070903765007984e+01
4.285000000000000000e+02,7.314995126215233512e+00,1.462999025243046702e+01,2.194498537864568988e+01,2.925998050486093405e+01
4.290000000000000000e+02,7.304827142676618479e+00,1.460965428535323696e+01,2.191448142802983057e+01,2.921930857070647392e+01
4.295000000000000000e+02,7.294673289188621901e+00,1.458934657837724380e+01,2.188401986756581863e+01,2.917869315675448760e+01
4.300000000000000000e+02,7.284533546170179008e+00,1.456906709234035802e+01,2.185360063851051748e+01,2.913813418468071603e+01
4.305000000000000000e+02,7.274407894065920033e+00,1.454881578813184007e+01,2.182322368219774589e+01,2.909763157626368013e+01
4.310000000000000000e+02,7.264296313347391454e+00,1.452859262669478291e+01,2.179288894004213262e+01,2.905718525338956582e+01
4.315000000000000000e+02,7.254198784511782350e+00,1.450839756902356470e+01,2.176259635353531863e+01,2.901679513804712940e+01
4.320000000000000000e+02,7.244115288083148307e+00,1.448823057616629661e+01,2.173234586424941739e+01,2.897646115233259323e+01
4.325000000000000000e+02,7.234045804611169750e+00,1.446809160922233950e+01,2.170213741383354034e+01,2.893618321844467900e+01
4.330000000000000000e+02,7.223990314672306567e+00,1.444798062934461313e+01,2.167197094401691260e+01,2.889596125868922627e+01
4.335000000000000000e+02,7.213948798868629275e+00,1.442789759773725855e+01,2.164184639660592424e+01,2.885579519547451710e+01
4.340000000000000000e+02,7.203921237828903479e+00,1.440784247565780696e+01,2.161176371348672376e+01,2.881568495131561392e+01
4.345000000000000000e+02,7.193907612207520508e+00,1.438781522441504102e+01,2.158172283662256419e+01,2.877563044883008203e+01
4.350000000000000000e+02,7.183907902685430003e+00,1.436781580537086001e+01,2.155172370805629711e+01,2.873563161074172001e+01
4.355000000000000000e+02,7.173922089969232196e+00,1.434784417993846439e+01,2.152176626990769392e+01,2.869568835987692879e+01
4.360000000000000000e+02,7.163950154792010139e+00,1.432790030958402028e+01,2.149185046437601088e+01,2.865580061916804055e+01
4.365000000000000000e+02,7.153992077912445069e+00,1.430798415582489014e+01,2.146197623373728547e+01,2.861596831164978028e+01
4.370000000000000000e+02,7.144047840115629100e+00,1.428809568023125820e+01,2.143214352034687309e+01,2.857619136046251640e+01
4.375000000000000000e+02,7.134117422212282733e+00,1.426823484442456547e+01,2.140235226663679668e+01,2.853646968884913093e+01
4.380000000000000000e+02,7.124200805039383688e+00,1.424840161007876738e+01,2.137260241511811643e+01,2.849680322015753475e+01
4.385000000000000000e+02,7.114297969459545179e+00,1.422859593891909036e+01,2.134289390837863110e+01,2.845719187783818072e+01
4.390000000000000000e+02,7.104408896361606551e+00,1.420881779272321310e+01,2.131322668908478946e+01,2.841763558544642621e+01
4.395000000000000000e+02,7.094533566659949386e+00,1.418906713331989877e+01,2.128360069997981796e+01,2.837813426663979754e+01
4.400000000000000000e+02,7.084671961295106790e+00,1.416934392259021358e+01,2.125401588388529106e+01,2.833868784518042716e+01
4.405000000000000000e+02,7.074824061233181638e+00,1.414964812246636328e+01,2.122447218369951827e+01,2.829929624493272655e+01
4.410000000000000000e+02,7.064989847466328854e+00,1.412997969493265771e+01,2.119496954239893327e+01,2.825995938986531542e+01
4.415000000000000000e+02,7.055169301012226057e+00,1.411033860202445211e+01,2.116550790303666929e+01,2.822067720404890423e+01
4.420000000000000000e+02,7.045362402914532751e+00,1.409072480582906550e+01,2.113608720874358937e+01,2.818144961165813100e+01
4.425000000000000000e+02,7.035569134242429357e+00,1.407113826848485871e+01,2.110670740272726675e+01,2.814227653696971743e+01
4.430000000000000000e+02,7.025789476090960051e+00,1.405157895218192010e+01,2.107736842827285528e+01,2.810315790436384020e+01
4.435000000000000000e+02,7.016023409580703252e+00,1.403204681916140650e+01,2.104807022874212308e+01,2.806409363832281301e+01
4.440000000000000000e+02,7.006270915857992776e+00,1.401254183171598555e+01,2.101881274757400675e+01,2.802508366343197110e+01
4.445000000000000000e+02,6.996531976094694905e+00,1.399306395218938981e+01,2.098959592828406784e+01,2.798612790437877962e+01
4.450000000000000000e+02,6.986806571488311413e+00,1.397361314297662283e+01,2.096041971446495111e+01,2.794722628595324565e+01
4.455000000000000000e+02,6.977094683261881869e+00,1.395418936652376374e+01,2.093128404978566337e+01,2.790837873304752748e+01
4.460000000000000000e+02,6.967396292664004065e+00,1.393479258532800813e+01,2.090218887799205660e+01,2.786958517065601626e+01
4.465000000000000000e+02,6.957711380968794046e+00,1.391542276193758809e+01,2.087313414290636260e+01,2.783084552387517618e+01
4.470000000000000000e+02,6.948039929475785748e+00,1.389607985895157150e+01,2.084411978842736346e+01,2.779215971790314299e+01
4.475000000000000000e+02,6.938381919510053564e+00,1.387676383902010713e+01,2.081514575853015714e+01,2.775352767804021425e+01
4.480000000000000000e+02,6.928737332422017836e+00,1.385747466484403567e+01,2.078621199726609348e+01,2.771494932968807134e+01
4.485000000000000000e+02,6.919106149587590515e+00,1.383821229917518103e+01,2.075731844876275289e+01,2.767642459835036206e+01
4.490000000000000000e+02,6.909488352407951339e+00,1.381897670481590268e+01,2.072846505722390376e+01,2.763795340963180536e+01
4.495000000000000000e+02,6.899883922309737017e+00,1.379976784461947403e+01,2.069965176692920039e+01,2.759953568923894807e+01
4.500000000000000000e+02,6.890292840744781877e+00,1.378058568148956375e+01,2.067087852223433941e+01,2.756117136297912751e+01
4.505000000000000000e+02,6.880715089190331035e+00,1.376143017838066207e+01,2.064214526757098511e+01,2.752286035676132414e+01
4.510000000000000000e+02,6.871150649148768608e+00,1.374230129829753722e+01,2.061345194744631470e+01,2.748460259659507443e+01
4.515000000000000000e+02,6.861599502147866403e+00,1.372319900429573281e+01,2.058479850644356546e+01,2.744639800859146561e+01
4.520000000000000000e+02,6.852061629740402893e+00,1.370412325948080579e+01,2.055618488922119624e+01,2.740824651896161157e+01
4.525000000000000000e+02,6.842537013504554899e+00,1.368507402700910980e+01,2.052761104051366559e+01,2.737014805401821960e+01
4.530000000000000000e+02,6.833025635043433077e+00,1.366605127008686615e+01,2.049907690513030190e+01,2.733210254017373231e+01
4.535000000000000000e+02,6.823527475985490476e+00,1.364705495197098095e+01,2.047058242795644745e+01,2.729410990394196190e+01
4.540000000000000000e+02,6.814042517984042924e+00,1.362808503596808585e+01,2.044212755395209058e+01,2.725617007193617169e+01
4.545000000000000000e+02,6.804570742717706011e+00,1.360914148543541202e+01,2.041371222815307718e+01,2.721828297087082404e+01
4.550000000000000000e+02,6.795112131889890605e+00,1.359022426377978121e+01,2.038533639566961142e+01,2.718044852755956242e+01
4.555000000000000000e+02,6.785666667229278914e+00,1.357133333445855783e+01,2.035700000168779056e+01,2.714266666891711566e+01
4.560000000000000000e+02,6.776234330489250723e+00,1.355246866097850145e+01,2.032870299146772197e+01,2.710493732195700289e+01
4.565000000000000000e+02,6.766815103448441171e+00,1.353363020689688234e+01,2.030044531034532440e+01,2.706726041379376468e+01
4.570000000000000000e+02,6.757408967910087050e+00,1.351481793582017410e+01,2.027222690373027447e+01,2.702963587164034820e+01
4.575000000000000000e+02,6.748015905702667183e+00,1.349603181140533437e+01,2.024404771710800688e+01,2.699206362281066873e+01
4.580000000000000000e+02,6.738635898679160796e+00,1.347727179735832159e+01,2.021590769603746551e+01,2.695454359471664318e+01
4.585000000000000000e+02,6.729268928717750065e+00,1.345853785743550013e+01,2.018780678615330260e+01,2.691707571487100026e+01
4.590000000000000000e+02,6.719914977721071381e+00,1.343982995544214276e+01,2.015974493316322480e+01,2.687965991088428552e+01
4.595000000000000000e+02,6.710574027616893922e+00,1.342114805523378784e+01,2.013172208285073594e+01,2.684229611046757569e+01
4.600000000000000000e+02,6.701246060357372691e+00,1.340249212071474538e+01,2.010373818107218113e+01,2.680498424142949077e+01
4.605000000000000000e+02,6.691931057919774162e+00,1.338386211583954832e+01,2.007579317375939354e+01,2.676772423167909665e+01
4.610000000000000000e+02,6.682629002305655597e+00,1.336525800461131119e+01,2.004788700691702275e+01,2.673051600922262239e+01
4.615000000000000000e+02,6.673339875541643984e+00,1.334667975108328797e+01,2.002001962662498613e+01,2.669335950216657594e+01
4.620000000000000000e+02,6.664063659678578055e+00,1.332812731935715611e+01,1.999219097903580433e+01,2.665625463871431222e+01
4.625000000000000000e+02,6.654800336792374260e+00,1.330960067358474852e+01,1.996440101037716275e+01,2.661920134716949704e+01
4.630000000000000000e+02,6.645549888983030229e+00,1.329109977796606046e+01,1.993664966694916885e+01,2.658219955593212092e+01
4.635000000000000000e+02,6.636312298375572460e+00,1.327262459675114492e+01,1.990893689512676090e+01,2.654524919350228984e+01
4.640000000000000000e+02,6.627087547119084654e+00,1.325417509423816931e+01,1.988126264135730992e+01,2.650835018847633862e+01
4.645000000000000000e+02,6.617875617387615428e+00,1.323575123477523086e+01,1.985362685216286138e+01,2.647150246955046171e+01
4.650000000000000000e+02,6.608676491379165796e+00,1.321735298275833159e+01,1.982602947413755601e+01,2.643470596551666318e+01
4.655000000000000000e+02,6.599490151316711462e+00,1.319898030263342292e+01,1.979847045395018057e+01,2.639796060526684585e+01
4.660000000000000000e+02,6.590316579447086376e+00,1.318063315889417275e+01,1.977094973834128666e+01,2.636126631778834550e+01
4.665000000000000000e+02,6.581155758042006809e+00,1.316231151608401362e+01,1.974346727412604352e+01,2.632462303216802724e+01
4.670000000000000000e+02,6.572007669397049945e+00,1.314401533879409989e+01,1.971602300819117204e+01,2.628803067758819978e+01
4.675000000000000000e+02,6.562872295832604230e+00,1.312574459166520846e+01,1.968861688749782601e+01,2.625148918333041692e+01
4.680000000000000000e+02,6.553749619692821327e+00,1.310749923938564265e+01,1.966124885907849773e+01,2.621499847877128531e+01
4.685000000000000000e+02,6.544639623346641955e+00,1.308927924669328391e+01,1.963391887003994896e+01,2.617855849338656782e+01
4.690000000000000000e+02,6.535542289186699882e+00,1.307108457837339976e+01,1.960662686756017692e+01,2.614216915674679953e+01
4.695000000000000000e+02,6.526457599630361095e+00,1.305291519926072219e+01,1.957937279889114635e+01,2.610583039852144438e+01
4.700000000000000000e+02,6.517385537118630445e+00,1.303477107423726089e+01,1.955215661135597571e+01,2.606954214847452178e+01
4.705000000000000000e+02,6.508326084117180166e+00,1.301665216823436033e+01,1.952497825235159468e+01,2.603330433646872066e+01
4.710000000000000000e+02,6.499279223115234316e+00,1.299855844623046863e+01,1.949783766934578821e+01,2.599711689246093727e+01
4.715000000000000000e+02,6.490244936626668348e+00,1.298048987325333670e+01,1.947073480988010274e+01,2.596097974650667339e+01
4.720000000000000000e+02,6.481223207188857138e+00,1.296244641437771428e+01,1.944366962156664869e+01,2.592489282875542855e+01
4.725000000000000000e+02,6.472214017363731031e+00,1.294442803472746206e+01,1.941664205209126237e+01,2.588885606945492412e+01
4.730000000000000000e+02,6.463217349736656736e+00,1.292643469947331347e+01,1.938965204921005636e+01,2.585286939894662694e+01
4.735000000000000000e+02,6.454233186917538667e+00,1.290846637383507733e+01,1.936269956075268794e+01,2.581693274767015467e+01
4.740000000000000000e+02,6.445261511539627897e+00,1.289052302307925579e+01,1.933578453461894497e+01,2.578104604615851159e+01
4.745000000000000000e+02,6.436302306260661688e+00,1.287260461252132338e+01,1.930890691878206056e+01,2.574520922504264675e+01
4.750000000000000000e+02,6.427355553761657347e+00,1.285471110752331469e+01,1.928206666128503244e+01,2.570942221504662939e+01
4.755000000000000000e+02,6.418421236748084624e+00,1.283684247349616925e+01,1.925526371024431427e+01,2.567368494699233850e+01
4.760000000000000000e+02,6.409499337948608044e+00,1.281899867589721609e+01,1.922849801384585788e+01,2.563799735179443218e+01
4.765000000000000000e+02,6.400589840116277962e+00,1.280117968023255592e+01,1.920176952034887563e+01,2.560235936046511185e+01
4.770000000000000000e+02,6.391692726027299543e+00,1.278338545205459909e+01,1.917507817808194304e+01,2.556677090410919817e+01
4.775000000000000000e+02,6.382807978482225586e+00,1.276561595696445117e+01,1.914842393544669363e+01,2.553123191392890234e+01
4.780000000000000000e+02,6.373935580304656234e+00,1.274787116060931247e+01,1.912180674091397492e+01,2.549574232121862494e+01
4.785000000000000000e+02,6.365075514342493079e+00,1.273015102868498616e+01,1.909522654302750411e+01,2.546030205736997232e+01
4.790000000000000000e+02,6.356227763466662850e+00,1.271245552693332570e+01,1.906868329039998855e+01,2.542491105386665140e+01
4.795000000000000000e+02,6.347392310572280039e+00,1.269478462114456008e+01,1.904217693171688097e+01,2.538956924228912015e+01
4.800000000000000000e+02,6.338569138577467399e+00,1.267713827715493480e+01,1.901570741573240397e+01,2.535427655430986960e+01
4.805000000000000000e+02,6.329758230424457288e+00,1.265951646084891458e+01,1.898927469127341894e+01,2.531903292169782915e+01
4.810000000000000000e+02,6.320959569078427265e+00,1.264191913815685453e+01,1.896287870723529068e+01,2.528383827631370906e+01
4.815000000000000000e+02,6.312173137528621858e+00,1.262434627505724372e+01,1.893651941258589488e+01,2.524869255011448743e+01
4.820000000000000000e+02,6.303398918787133987e+00,1.260679783757426797e+01,1.891019675636142594e+01,2.521359567514853595e+01
4.825000000000000000e+02,6.294636895890120876e+00,1.258927379178024175e+01,1.888391068767039016e+01,2.517854758356048350e+01
4.830000000000000000e+02,6.285887051896485112e+00,1.257177410379297022e+01,1.885766115568948109e+01,2.514354820758594045e+01
4.835000000000000000e+02,6.277149369889145625e+00,1.255429873977829125e+01,1.883144810966745197e+01,2.510859747955658250e+01
4.840000000000000000e+02,6.268423832973709864e+00,1.253684766594741973e+01,1.880527149892114025e+01,2.507369533189483946e+01
4.845000000000000000e+02,6.259710424279751884e+00,1.251942084855950377e+01,1.877913127283923345e+01,2.503884169711900753e+01
4.850000000000000000e+02,6.251009126959441886e+00,1.250201825391888377e+01,1.875302738087831500e+01,2.500403650783776754e+01
4.855000000000000000e+02,6.242319924188884706e+00,1.248463984837776941e+01,1.872695977256664435e+01,2.496927969675553882e+01
4.860000000000000000e+02,6.233642799166736026e+00,1.246728559833347205e+01,1.870092839750018854e+01,2.493457119666694410e+01
4.865000000000000000e+02,6.224977735115480471e+00,1.244995547023096094e+01,1.867493320534643431e+01,2.489991094046192188e+01
4.870000000000000000e+02,6.216324715280135749e+00,1.243264943056027150e+01,1.864897414584041613e+01,2.486529886112054299e+01
4.875000000000000000e+02,6.207683722929475678e+00,1.241536744585895136e+01,1.862305116878843236e+01,2.483073489171790271e+01
4.880000000000000000e+02,6.199054741354736997e+00,1.239810948270947399e+01,1.859716422406425451e+01,2.479621896541894799e+01
4.885000000000000000e+02,6.190437753870876136e+00,1.238087550774175227e+01,1.857131326161265861e+01,2.476175101548350455e+01
4.890000000000000000e+02,6.181832743815230735e+00,1.236366548763046147e+01,1.854549823144570198e+01,2.472733097526092294e+01
4.895000000000000000e+02,6.173239694548784406e+00,1.234647938909756881e+01,1.851971908364637542e+01,2.469295877819513763e+01
4.900000000000000000e+02,6.164658589454893090e+00,1.232931717890978618e+01,1.849397576836469881e+01,2.465863435781957236e+01
4.905000000000000000e+02,6.156089411940475209e+00,1.231217882388095042e+01,1.846826823582141941e+01,2.462435764776190084e+01
4.910000000000000000e+02,6.147532145434727369e+00,1.229506429086945474e+01,1.844259643630417145e+01,2.459012858173890947e+01
4.915000000000000000e+02,6.138986773390392671e+00,1.227797354678078534e+01,1.841696032017117801e+01,2.455594709356157068e+01
4.920000000000000000e+02,6.130453279282430223e+00,1.226090655856486045e+01,1.839135983784729333e+01,2.452181311712972089e+01
4.925000000000000000e+02,6.121931646609271915e+00,1.224386329321854383e+01,1.836579493982782196e+01,2.448772658643708766e+01
4.930000000000000000e+02,6.113421858891514127e+00,1.222684371778302825e+01,1.834026557667455748e+01,2.445368743556605651e+01
4.935000000000000000e+02,6.104923899673158516e+00,1.220984779934631703e+01,1.831477169901945956e+01,2.441969559869263406e+01
4.940000000000000000e+02,6.096437752520316167e+00,1.219287550504063233e+01,1.828931325756092718e+01,2.438575101008126467e+01
4.945000000000000000e+02,6.087963401022432386e+00,1.217592680204486477e+01,1.826389020306726962e+01,2.435185360408972954e+01
4.950000000000000000e+02,6.079500828791037925e+00,1.215900165758207585e+01,1.823850248637307203e+01,2.431800331516415170e+01
4.955000000000000000e+02,6.071050019460903613e+00,1.214210003892180723e+01,1.821315005838266998e+01,2.428420007784361445e+01
4.960000000000000000e+02,6.062610956688824437e+00,1.212522191337764887e+01,1.818783287006645466e+01,2.425044382675529775e+01
4.965000000000000000e+02,6.054183624154817700e+00,1.210836724830963540e+01,1.816255087246442201e+01,2.421673449661927080e+01
4.970000000000000000e+02,6.045768005560826275e+00,1.209153601112165255e+01,1.813730401668248504e+01,2.418307202224330510e+01
4.975000000000000000e+02,6.037364084631964722e+00,1.207472816926392944e+01,1.811209225389589506e+01,2.414945633852785889e+01
4.980000000000000000e+02,6.028971845115228767e+00,1.205794369023045753e+01,1.808691553534568186e+01,2.411588738046091507e+01
4.985000000000000000e+02,6.020591270780693449e+00,1.204118254156138690e+01,1.806177381234207502e+01,2.408236508312277380e+01
4.990000000000000000e+02,6.012222345420298097e+00,1.202444469084059619e+01,1.803666703626091206e+01,2.404888938168119239e+01
4.995000000000000000e+02,6.003865052848980532e+00,1.200773010569796106e+01,1.801159515854694959e+01,2.401546021139592213e+01
5.000000000000000000e+02,5.995519376903481579e+00,1.199103875380696316e+01,1.798655813071044207e+01,2.398207750761392631e+01
